first_word	n_prompts_HP	mean_log_prob_HP	n_prompts_LP	mean_log_prob_LP	n_prompts_HN-D	mean_log_prob_HN-D	n_prompts_HN-S	mean_log_prob_HN-S	n_prompts_LN	mean_log_prob_LN	n_prompts_NB	mean_log_prob_NB	softmax_HP	softmax_LP	softmax_HN-D	softmax_HN-S	softmax_LN	softmax_NB	predicted_quadrant	max_softmax	n_face_tokens	is_claude	total_emit_count	empirical_majority_quadrant	total_emit_HP	total_emit_LP	total_emit_HN-D	total_emit_HN-S	total_emit_LN	total_emit_NB	argmax_matches_empirical
(⊙_⊙;)	20	-43.653684043884276	20	-44.688290214538576	20	-44.86126918792725	20	-44.33048934936524	20	-44.17173042297363	20	-45.45856266021728	0.34214935896223664	0.12158835415387505	0.10227468867339248	0.1738933288018929	0.20381260826526318	0.056281661143339774	HP	0.34214935896223664	7	False	13.0	HN-S	2.0	1.0	3.0	7.0	0.0	0.0	False
(⊙_◎)	20	-44.25472908020019	20	-44.93118476867676	20	-45.45683250427246	20	-44.49817085266113	20	-44.69144973754883	20	-46.359033012390135	0.2975318542595873	0.15126989174284053	0.08942657238950598	0.23324269477264542	0.19225077412710587	0.036278212708315015	HP	0.2975318542595873	6	False	3.0	HN-S	0.0	0.0	0.0	2.0	1.0	0.0	False
(⊙_☉;)	20	-52.55203723907471	20	-53.60076141357422	20	-53.66793994903564	20	-52.52233200073242	20	-52.70592002868652	20	-54.83247814178467	0.27264550179041336	0.09553075606036314	0.08932395573039205	0.28086599275370366	0.23375875768862292	0.027875035976504915	HN-S	0.28086599275370366	7	False	5.0	HN-S	0.0	0.0	0.0	4.0	1.0	0.0	True
(⊙o⊙)	20	-41.27636280059814	20	-41.70124626159668	20	-41.8415771484375	20	-41.027567863464355	20	-42.03700981140137	20	-42.38830833435058	0.232512411074941	0.15202730510649212	0.13212246488122512	0.2981922884608418	0.10866791645661568	0.07647761401988444	HN-S	0.2981922884608418	6	False	1.0	HP	1.0	0.0	0.0	0.0	0.0	0.0	False
(⊙´ ω `⊙)	20	-50.22669620513916	20	-51.69182834625244	20	-51.77813720703125	20	-51.250925827026364	20	-51.30113754272461	20	-52.64941234588623	0.4479821727774032	0.10350514251458495	0.09494639192727626	0.16085829414545136	0.15298075071087813	0.039727247924406094	HP	0.4479821727774032	11	False	1.0	HN-S	0.0	0.0	0.0	1.0	0.0	0.0	False
(⊙ˊωˋ⊙)	20	-55.28083972930908	20	-55.68573760986328	20	-55.50319595336914	20	-56.03451633453369	20	-55.884334564208984	20	-57.310062408447266	0.27649952814619344	0.18443760719139166	0.22137384758544149	0.13012981240784285	0.15121675627614553	0.036342448392984915	HP	0.27649952814619344	8	False	1.0	HP	1.0	0.0	0.0	0.0	0.0	0.0	True
(⊙ˊᵔ⊙ˋ)	20	-50.98004989624023	20	-50.73364887237549	20	-51.19650001525879	20	-50.686327171325686	20	-51.13898334503174	20	-51.89514389038086	0.17606472978220547	0.2252594241283324	0.14179772797941487	0.23617532581199863	0.15019256861145402	0.07051022368659475	HN-S	0.23617532581199863	7	False	1.0	NB	0.0	0.0	0.0	0.0	0.0	1.0	False
(⊙ω⊙)	20	-43.31278553009033	20	-44.20836162567139	20	-44.571814155578615	20	-43.634921836853025	20	-44.01383819580078	20	-44.89743366241455	0.32072004053997666	0.130973170797839	0.09106194318124684	0.23239355400985615	0.1590972943179839	0.06575399715309745	HP	0.32072004053997666	6	False	0.0		0.0	0.0	0.0	0.0	0.0	0.0	
(⊙ᗜ⊙)	20	-22.41854257583618	20	-22.72354049682617	20	-23.90347900390625	20	-22.569361209869385	20	-23.421677017211913	20	-23.711167812347412	0.28860674065337055	0.2127392168290834	0.0653742581286535	0.24820285323687608	0.10584021604843499	0.07923671510358142	HP	0.28860674065337055	4	False	1.0	HP	1.0	0.0	0.0	0.0	0.0	0.0	True
(⊙′ω`-)	20	-61.70119228363037	20	-63.18177433013916	20	-62.528367805480954	20	-62.23336277008057	20	-62.21289978027344	20	-64.36247177124024	0.3422961812069961	0.07787417184912421	0.14968017742812495	0.20104040399293255	0.20519667153094523	0.023912393991877067	HP	0.3422961812069961	8	False	1.0	LP	0.0	1.0	0.0	0.0	0.0	0.0	False
(⊙‿⊙)	20	-39.770799446105954	20	-40.71826286315918	20	-41.0680736541748	20	-40.46378993988037	20	-40.67352714538574	20	-41.34470157623291	0.36051958578718113	0.13978183247941162	0.09852123184609438	0.1802880394339711	0.1461770539799353	0.07471225647340636	HP	0.36051958578718113	6	False	0.0		0.0	0.0	0.0	0.0	0.0	0.0	
(⊙⊃□⊂)	20	-58.729118728637694	20	-59.56611309051514	20	-60.36102657318115	20	-58.3951473236084	20	-59.40083980560303	20	-60.516519927978514	0.27002996885846897	0.11692568788600637	0.05280601496774253	0.3770977183165514	0.13793904320215494	0.0452015667690758	HN-S	0.3770977183165514	7	False	1.0	LP	0.0	1.0	0.0	0.0	0.0	0.0	False
(⊙⊙)	20	-22.4194655418396	20	-22.72354049682617	20	-23.90347900390625	20	-22.569361209869385	20	-23.421677017211913	20	-23.70388526916504	0.2882502958827562	0.21267267160000677	0.06535380893716108	0.248125214915309	0.10580710902882932	0.07979089963593758	HP	0.2882502958827562	4	False	1.0	HP	1.0	0.0	0.0	0.0	0.0	0.0	True
(⊙⌒∇⌒⊙)ゝ	20	-53.53004493713379	20	-54.34207267761231	20	-54.493041610717775	20	-53.680327796936034	20	-53.497391891479495	20	-54.91906929016113	0.2519730045340884	0.11186515988930212	0.09618998856877196	0.21681383825244538	0.26033649416134663	0.06282151459404545	LN	0.26033649416134663	7	False	1.0	HP	1.0	0.0	0.0	0.0	0.0	0.0	False
(⊙▽⊙)	20	-37.04107131958008	20	-36.73106689453125	20	-37.81525897979736	20	-36.12014255523682	20	-37.02633819580078	20	-37.58876628875733	0.14431566369021384	0.19676447092835503	0.06654080371242725	0.36246639759689897	0.14645762436730606	0.08345503970479866	HN-S	0.36246639759689897	6	False	2.0	HP	2.0	0.0	0.0	0.0	0.0	0.0	False
(⊙◞⊙)	20	-22.4194655418396	20	-22.72354049682617	20	-23.90347900390625	20	-22.569361209869385	20	-23.421677017211913	20	-23.70388526916504	0.2882502958827562	0.21267267160000677	0.06535380893716108	0.248125214915309	0.10580710902882932	0.07979089963593758	HP	0.2882502958827562	4	False	5.0	HN-S	0.0	0.0	0.0	4.0	1.0	0.0	False
(⊙〇⊙)	20	-46.97260990142822	20	-47.73694019317627	20	-47.88232345581055	20	-47.34825744628906	20	-47.85842990875244	20	-48.14945030212402	0.3052729843083317	0.1421490443259905	0.12291497454077448	0.20967503126133677	0.12588721656802065	0.09410074899554591	HP	0.3052729843083317	6	False	1.0	HP	1.0	0.0	0.0	0.0	0.0	0.0	True
(⊙ヮ⊙)	20	-39.700387191772464	20	-40.75680389404297	20	-41.09291400909424	20	-40.36256370544434	20	-40.93636932373047	20	-41.04087162017822	0.37535537262642826	0.13051087221573632	0.09325581541127761	0.19358113441467698	0.10905922743315427	0.09823757789872645	HP	0.37535537262642826	6	False	0.0		0.0	0.0	0.0	0.0	0.0	0.0	
(⊙﹏⊙)	20	-35.89837045669556	20	-36.950192832946776	20	-36.857039260864255	20	-36.16270084381104	20	-36.265482902526855	20	-37.68958988189697	0.29762685681816864	0.10396124311405279	0.11411100918834485	0.2284940467664523	0.2061755721407736	0.04963127197220795	HP	0.29762685681816864	6	False	37.0	HN-S	0.0	0.0	0.0	37.0	0.0	0.0	False
(⊙�	20	-36.763313102722165	20	-37.471587562561034	20	-37.87496376037598	20	-36.65178337097168	20	-37.65448970794678	20	-38.64451026916504	0.2855449100908721	0.1406289498212277	0.09394867874416445	0.3192354926067288	0.11712277162876798	0.04351919710823892	HN-S	0.3192354926067288	4	False	1.0	HP	1.0	0.0	0.0	0.0	0.0	0.0	False
(⊡-⊡)	20	-34.45851364135742	20	-35.06105585098267	20	-35.39774379730225	20	-34.67711009979248	20	-35.07681732177734	20	-35.72361030578613	0.28065743238266777	0.15363699032644687	0.10971703779411793	0.22554921091337304	0.1512344290775233	0.07920489950587115	HP	0.28065743238266777	6	False	0.0		0.0	0.0	0.0	0.0	0.0	0.0	
(⊡-⊡)و	20	-48.939447212219235	20	-50.48169593811035	20	-51.14724426269531	20	-50.65163307189941	20	-51.09209575653076	20	-51.61868305206299	0.5920296344426198	0.12663487755959182	0.06508926538218952	0.10684410742408519	0.06877966590165831	0.040622449289855415	HP	0.5920296344426198	7										
(⌐■_ω■)	20	-61.45553703308106	20	-62.202093315124515	20	-62.266480445861816	20	-61.39605236053467	20	-61.6907283782959	20	-64.31580562591553	0.2612741698584988	0.12384292554645057	0.11612032087103671	0.2772875315216227	0.2065162227792301	0.014958829423161128	HN-S	0.2772875315216227	8	False	0.0		0.0	0.0	0.0	0.0	0.0	0.0	
(⌐■_■)	20	-45.06130447387695	20	-46.0497049331665	20	-45.82280921936035	20	-45.057304573059085	20	-45.511365699768064	20	-47.54750385284424	0.2805869633261684	0.10442647625872352	0.13102379672763173	0.2817115309303507	0.1788991931969899	0.023352039560135745	HN-S	0.2817115309303507	7	False	11.0	NB	0.0	0.0	0.0	0.0	0.0	11.0	False
(⌐■‿■)	20	-44.80105285644531	20	-44.84122562408447	20	-45.31453170776367	20	-44.362039947509764	20	-44.9771390914917	20	-46.36823348999023	0.19389663124850715	0.18626165282476267	0.11602971674395998	0.3007676673331595	0.1625911802109364	0.0404531516386742	HN-S	0.3007676673331595	7	False	0.0		0.0	0.0	0.0	0.0	0.0	0.0	
(⌒_⌒;)	20	-43.653684043884276	20	-44.688290214538576	20	-44.86126918792725	20	-44.33048934936524	20	-44.17173042297363	20	-45.45856266021728	0.34214935896223664	0.12158835415387505	0.10227468867339248	0.1738933288018929	0.20381260826526318	0.056281661143339774	HP	0.34214935896223664	7	False	4.0	LN	0.0	1.0	0.0	1.0	2.0	0.0	False
(⌒‿⌒)	20	-39.770799446105954	20	-40.71826286315918	20	-41.0680736541748	20	-40.46378993988037	20	-40.67352714538574	20	-41.34470157623291	0.36051958578718113	0.13978183247941162	0.09852123184609438	0.1802880394339711	0.1461770539799353	0.07471225647340636	HP	0.36051958578718113	6	True	18.0	NB	0.0	8.0	0.0	0.0	0.0	10.0	False
(⌒▽⌒)	20	-37.04107131958008	20	-36.73106689453125	20	-37.81525897979736	20	-36.12014255523682	20	-37.02633819580078	20	-37.58876628875733	0.14431566369021384	0.19676447092835503	0.06654080371242725	0.36246639759689897	0.14645762436730606	0.08345503970479866	HN-S	0.36246639759689897	6	False	21.0	NB	0.0	7.0	0.0	0.0	2.0	12.0	False
(⌓・ᴥ・⌓)	20	-35.91042547225952	20	-37.230180168151854	20	-36.943366813659665	20	-36.14603481292725	20	-36.861209106445315	20	-37.14746723175049	0.3236321191277544	0.08647477388472569	0.11519957908820146	0.25569826455519484	0.1250637743154861	0.09393148902863756	HP	0.3236321191277544	8	False	1.0	NB	0.0	0.0	0.0	0.0	0.0	1.0	False
(⌛)	20	-22.4194655418396	20	-22.72354049682617	20	-23.90347900390625	20	-22.569361209869385	20	-23.421677017211913	20	-23.70388526916504	0.2882502958827562	0.21267267160000677	0.06535380893716108	0.248125214915309	0.10580710902882932	0.07979089963593758	HP	0.2882502958827562	4	False	2.0	HP	1.0	0.0	0.0	1.0	0.0	0.0	True
(⌛️)	20	-33.862030792236325	20	-34.366483497619626	20	-34.9728443145752	20	-33.955406951904294	20	-34.64139251708984	20	-35.43615465164184	0.28491120796141356	0.17203963311049036	0.09381868704283121	0.25951160469466433	0.13068839895948647	0.05903046823111394	HP	0.28491120796141356	5										
(⌯˃᷄	20	-21.638509368896486	20	-21.945264720916747	20	-22.829853057861328	20	-21.633210945129395	20	-22.475944805145264	20	-23.032881450653075	0.26840135240736984	0.19749792774192215	0.08154375561540161	0.2698272306298591	0.1161692300378131	0.06656050356763418	HN-S	0.2698272306298591	3	False	5.0	LN	0.0	1.0	0.0	1.0	3.0	0.0	False
(⏰)	20	-22.4194655418396	20	-22.72354049682617	20	-23.90347900390625	20	-22.569361209869385	20	-23.421677017211913	20	-23.70388526916504	0.2882502958827562	0.21267267160000677	0.06535380893716108	0.248125214915309	0.10580710902882932	0.07979089963593758	HP	0.2882502958827562	4	False	1.0	NB	0.0	0.0	0.0	0.0	0.0	1.0	False
(─‿‿─)	20	-38.619639778137206	20	-38.3694766998291	20	-37.902354621887206	20	-38.61650371551514	20	-38.63687534332276	20	-40.0190013885498	0.15230191361980613	0.1955914222155368	0.3120458027988155	0.1527802916780865	0.14969939641322344	0.03758117327453169	HN-D	0.3120458027988155	7	False	0.0		0.0	0.0	0.0	0.0	0.0	0.0	
(┛▧益▧)	20	-63.52150611877441	20	-65.78608837127686	20	-65.24936847686767	20	-64.30024509429931	20	-65.57380390167236	20	-66.08633327484131	0.5139027241522849	0.053380832651423314	0.09130190355439936	0.23587335258611278	0.06600537723892246	0.03953580981685713	HP	0.5139027241522849	7	False	1.0	LN	0.0	0.0	0.0	0.0	1.0	0.0	False
(╥_╥)	20	-35.89837045669556	20	-36.950192832946776	20	-36.857039260864255	20	-36.16270084381104	20	-36.265482902526855	20	-37.68958988189697	0.29762685681816864	0.10396124311405279	0.11411100918834485	0.2284940467664523	0.2061755721407736	0.04963127197220795	HP	0.29762685681816864	6	True	47.0	HN-D	1.0	0.0	24.0	10.0	11.0	1.0	False
(╥_﹏)	20	-33.061370086669925	20	-33.74900588989258	20	-33.96192770004272	20	-32.868082427978514	20	-33.346843528747556	20	-34.551465320587155	0.24394125855495277	0.12264471129337931	0.09912382630298838	0.2959572775701884	0.1833604725337326	0.05497245374475841	HN-S	0.2959572775701884	5	False	2.0	LP	0.0	1.0	0.0	0.0	0.0	1.0	False
(╥╯﹏╰╥)	20	-35.89837045669556	20	-36.950192832946776	20	-36.857039260864255	20	-36.16270084381104	20	-36.265482902526855	20	-37.68958988189697	0.29762685681816864	0.10396124311405279	0.11411100918834485	0.2284940467664523	0.2061755721407736	0.04963127197220795	HP	0.29762685681816864	6	False	1.0	LN	0.0	0.0	0.0	0.0	1.0	0.0	False
(╥﹏╥	20	-35.66771383285523	20	-36.695448303222655	20	-36.56279048919678	20	-35.87175807952881	20	-35.980506134033206	20	-37.44630584716797	0.2871832841761908	0.10275897139213734	0.11733627720252988	0.23417680010600042	0.21004637329912737	0.04849829382401422	HP	0.2871832841761908	5	False	1.0	LP	0.0	1.0	0.0	0.0	0.0	0.0	False
(╥﹏╥)	20	-35.89837045669556	20	-36.950192832946776	20	-36.857039260864255	20	-36.16270084381104	20	-36.265482902526855	20	-37.68958988189697	0.29762685681816864	0.10396124311405279	0.11411100918834485	0.2284940467664523	0.2061755721407736	0.04963127197220795	HP	0.29762685681816864	6	True	95.0	HN-S	10.0	0.0	34.0	38.0	12.0	1.0	False
(╬	20	-21.6402174949646	20	-21.945264720916747	20	-22.829853057861328	20	-21.633210945129395	20	-22.472060775756837	20	-23.029195404052736	0.26787904087795783	0.19745057752903758	0.08152420546501804	0.2697625394355845	0.11659335211343158	0.0667902845789705	HN-S	0.2697625394355845	3	True	1.0	HN-S	0.0	0.0	0.0	1.0	0.0	0.0	True
(╬Ò﹏Ó)	20	-49.40896587371826	20	-51.407477378845215	20	-51.52585105895996	20	-49.689958000183104	20	-50.34348983764649	20	-52.57636756896973	0.40885365725139033	0.05541474871731704	0.04922846930417055	0.30869852682864746	0.16058659372661607	0.01721800417185864	HP	0.40885365725139033	7	True	50.0	HN-D	0.0	0.0	26.0	24.0	0.0	0.0	False
(╬ಠ益ಠ)	20	-46.849729347229	20	-48.34873447418213	20	-48.87960376739502	20	-47.89531955718994	20	-48.48271732330322	20	-48.56669673919678	0.48050504418133405	0.10732188601753725	0.06311530590401976	0.1688899832360476	0.0938642650662686	0.08630351559479281	HP	0.48050504418133405	6	True	51.0	HN-D	0.0	0.0	48.0	3.0	0.0	0.0	False
(╬⊙△⊙)	20	-44.96608715057373	20	-45.11698055267334	20	-46.28395233154297	20	-45.146588516235354	20	-45.23226127624512	20	-46.34212055206299	0.25116911518060747	0.2159902085379318	0.06723952854192017	0.2096889227524986	0.1924723202042224	0.0634399047828196	HP	0.25116911518060747	6	True	1.0	HN-S	0.0	0.0	0.0	1.0	0.0	0.0	False
(╭ರ_・́)	20	-83.87898292541504	20	-85.46826095581055	20	-84.86782150268554	20	-83.41726036071778	20	-84.75513801574706	20	-86.8736644744873	0.2755337280037934	0.05622896498932655	0.1025008886734076	0.437218299035129	0.11472694978892957	0.013791169509413802	HN-S	0.437218299035129	8	False	0.0		0.0	0.0	0.0	0.0	0.0	0.0	
(╭☞・̀	20	-39.48669376373291	20	-41.19068984985351	20	-40.44511241912842	20	-39.9370849609375	20	-40.46292724609375	20	-42.120584869384764	0.3771651405140486	0.06862706866905725	0.14464239786130104	0.24039705035104003	0.1420884353171064	0.027079907287446664	HP	0.3771651405140486	5	False	0.0		0.0	0.0	0.0	0.0	0.0	0.0	
(╭☞・́⍛・̀)	20	-66.60237922668458	20	-65.90823211669922	20	-66.14364948272706	20	-64.89097862243652	20	-66.41090469360351	20	-66.90157051086426	0.08282790161648945	0.16582153018894216	0.13103896538102172	0.4585941366055087	0.10030740429744739	0.061410061910590535	HN-S	0.4585941366055087	9	False	0.0		0.0	0.0	0.0	0.0	0.0	0.0	
(╯°□°	20	-36.12748565673828	20	-36.798080158233645	20	-37.58004951477051	20	-36.217495918273926	20	-36.91557674407959	20	-38.19082450866699	0.3085432205740604	0.15779037808029572	0.07218975040023819	0.2819843776790635	0.1402982965141604	0.03919397675218178	HP	0.3085432205740604	6	False	1.0	HP	1.0	0.0	0.0	0.0	0.0	0.0	True
(╯°□°)	20	-36.20277996063233	20	-36.900509643554685	20	-37.655093383789065	20	-36.317291831970216	20	-36.99463424682617	20	-38.28202819824219	0.3123465812794638	0.1554592634316208	0.07309792536429185	0.27855110331521826	0.14149425598679424	0.03905087062261095	HP	0.3123465812794638	7	True	456.0	HN-D	12.0	5.0	377.0	44.0	11.0	7.0	False
(╯ↀ╰)	20	-22.4194655418396	20	-22.72354049682617	20	-23.90347900390625	20	-22.569361209869385	20	-23.421677017211913	20	-23.70388526916504	0.2882502958827562	0.21267267160000677	0.06535380893716108	0.248125214915309	0.10580710902882932	0.07979089963593758	HP	0.2882502958827562	4	False	1.0	LP	0.0	1.0	0.0	0.0	0.0	0.0	False
(╯▽╰)	20	-37.04719219207764	20	-36.73106689453125	20	-37.81525897979736	20	-36.12014255523682	20	-37.02824478149414	20	-37.57667198181152	0.14345570276497605	0.196792838369624	0.06655039686881568	0.3625186542070344	0.14619973088686544	0.0844826769026846	HN-S	0.3625186542070344	6	False	0.0		0.0	0.0	0.0	0.0	0.0	0.0	
(╯✧∇✧)	20	-41.845926475524905	20	-41.655228805541995	20	-42.05101680755615	20	-41.030433654785156	20	-41.36216163635254	20	-42.43299865722656	0.13399294741983828	0.16214400130688317	0.10914713510588116	0.30286282738751497	0.2173593569250629	0.07449373185481947	HN-S	0.30286282738751497	6	False	0.0		0.0	0.0	0.0	0.0	0.0	0.0	
(╯✧╰)	20	-22.4194655418396	20	-22.72354049682617	20	-23.90347900390625	20	-22.569361209869385	20	-23.421677017211913	20	-23.70388526916504	0.2882502958827562	0.21267267160000677	0.06535380893716108	0.248125214915309	0.10580710902882932	0.07979089963593758	HP	0.2882502958827562	4	False	1.0	HP	1.0	0.0	0.0	0.0	0.0	0.0	True
(╯✧╰╯)	20	-22.4194655418396	20	-22.72354049682617	20	-23.90347900390625	20	-22.569361209869385	20	-23.421677017211913	20	-23.70388526916504	0.2882502958827562	0.21267267160000677	0.06535380893716108	0.248125214915309	0.10580710902882932	0.07979089963593758	HP	0.2882502958827562	4	False	1.0	HP	1.0	0.0	0.0	0.0	0.0	0.0	True
(╯✧▽✧)	20	-37.04107131958008	20	-36.73106689453125	20	-37.81525897979736	20	-36.12014255523682	20	-37.02633819580078	20	-37.58876628875733	0.14431566369021384	0.19676447092835503	0.06654080371242725	0.36246639759689897	0.14645762436730606	0.08345503970479866	HN-S	0.36246639759689897	6	False	3.0	HP	2.0	1.0	0.0	0.0	0.0	0.0	False
(╯︵╰,)	20	-44.439968490600585	20	-46.199287796020506	20	-46.851613426208495	20	-45.71418914794922	20	-46.41900634765625	20	-46.498671531677246	0.5533115580519654	0.09525923203577628	0.04961416131591661	0.15473292738619007	0.07646884339068281	0.0706132778194688	HP	0.5533115580519654	7	True	1.0	HN-D	0.0	0.0	1.0	0.0	0.0	0.0	False
(╲︿╱')	20	-54.993678665161134	20	-56.64349231719971	20	-56.41800746917725	20	-55.62508316040039	20	-56.47266387939453	20	-57.11007080078125	0.43235124821692006	0.08304849218748385	0.10405395143605116	0.22994354843602588	0.09851936405235008	0.052083395671168826	HP	0.43235124821692006	7	False	1.0	HP	1.0	0.0	0.0	0.0	0.0	0.0	True
(╹ω╹)	20	-43.31608200073242	20	-44.20836162567139	20	-44.571814155578615	20	-43.634921836853025	20	-44.010342025756835	20	-44.90648899078369	0.32001368318665363	0.13111622320354846	0.09116140347499481	0.2326473804750014	0.15982887790670072	0.06523243175310096	HP	0.32001368318665363	6	False	0.0		0.0	0.0	0.0	0.0	0.0	0.0	
(╹‿╹)	20	-39.771501541137695	20	-40.71826286315918	20	-41.0680736541748	20	-40.46378993988037	20	-40.66917705535889	20	-41.32920684814453	0.3597086835739101	0.13956538059199447	0.09836867191605564	0.18000886376627503	0.14658698072321485	0.0757614194285499	HP	0.3597086835739101	6	False	2.0	LP	0.0	2.0	0.0	0.0	0.0	0.0	False
(╹▽╹)	20	-37.04943351745605	20	-36.73106689453125	20	-37.81525897979736	20	-36.12014255523682	20	-37.02614059448242	20	-37.57002620697021	0.14305583586478468	0.19668464072406275	0.06651380714170961	0.3623193397137724	0.1464271357180138	0.08499924083765678	HN-S	0.3623193397137724	6	False	1.0	NB	0.0	0.0	0.0	0.0	0.0	1.0	False
(╹ェ╹)	20	-41.06955909729004	20	-42.028259086608884	20	-42.30535545349121	20	-41.509873390197754	20	-41.65542716979981	20	-42.78367748260498	0.32737798185763917	0.12551376349642884	0.09513710435982883	0.21077708762189273	0.18222593871512655	0.05896812394908378	HP	0.32737798185763917	6	False	0.0		0.0	0.0	0.0	0.0	0.0	0.0	
(╹ヮ╹)	20	-39.70077953338623	20	-40.75680389404297	20	-41.09291400909424	20	-40.36256370544434	20	-40.940707778930665	20	-41.04829711914063	0.37571389137022043	0.1306867928107358	0.09338151849069	0.19384206982770993	0.10873347245421505	0.09764225504642865	HP	0.37571389137022043	6	False	0.0		0.0	0.0	0.0	0.0	0.0	0.0	
(▰˘‿˘▰)	20	-54.2901725769043	20	-54.5234878540039	20	-55.1486011505127	20	-54.411496925354	20	-54.69095306396484	20	-55.61957492828369	0.2477755634346221	0.1962144263386517	0.10501411573136327	0.21946636843857914	0.16595934740372187	0.06557017865306193	HP	0.2477755634346221	10	False	0.0		0.0	0.0	0.0	0.0	0.0	0.0	
(▼_▼)	20	-30.11865119934082	20	-31.112207984924318	20	-31.335703659057618	20	-30.224705028533936	20	-30.476915645599366	20	-33.4908166885376	0.30312778274828484	0.1122353107637838	0.08975663768559566	0.27262592369193156	0.21185244021230903	0.010401904898095124	HP	0.30312778274828484	6	False	1.0	HN-D	0.0	0.0	1.0	0.0	0.0	0.0	False
(▽▽)	20	-31.365937328338624	20	-28.862851047515868	20	-31.437390995025634	20	-29.405506992340086	20	-31.005605506896973	20	-29.67051057815552	0.03554121422700358	0.4343189917056405	0.03309027129292048	0.25242730927845597	0.05095917432231203	0.19366303917366745	LP	0.4343189917056405	5	False	1.0	LP	0.0	1.0	0.0	0.0	0.0	0.0	True
(○_○)	20	-22.8257435798645	20	-24.19333906173706	20	-23.615880393981932	20	-23.054838371276855	20	-22.74254322052002	20	-25.499123764038085	0.2732589388962928	0.06960416154747731	0.12400018104655357	0.21731003103844487	0.29696675577457127	0.018859931696660132	LN	0.29696675577457127	6	False	0.0		0.0	0.0	0.0	0.0	0.0	0.0	
(○´∀`○)	20	-30.175711822509765	20	-30.8283203125	20	-31.302855587005617	20	-31.285689258575438	20	-30.66544876098633	20	-32.034392738342284	0.33980374984287504	0.17693098736112647	0.11008188303766421	0.11198789762673074	0.2082275154398342	0.05296796669176941	HP	0.33980374984287504	9	False	0.0		0.0	0.0	0.0	0.0	0.0	0.0	
(◎_◎;)	20	-30.04063606262207	20	-33.98030557632446	20	-30.8309757232666	20	-30.97442035675049	20	-30.56315746307373	20	-35.53284187316895	0.40595109744763735	0.007897633747776713	0.1841762246752413	0.15956452862360163	0.24073850484252665	0.0016720106632162489	HP	0.40595109744763735	7	True	1.0	HP	1.0	0.0	0.0	0.0	0.0	0.0	True
(◕.◕)	20	-34.42228984832764	20	-35.33429880142212	20	-35.74825820922852	20	-34.92380084991455	20	-35.76694450378418	20	-36.08673152923584	0.3672685868541865	0.14753780847567974	0.09752659048800756	0.22242332224537037	0.09572110137786138	0.0695225905588945	HP	0.3672685868541865	6	False	0.0		0.0	0.0	0.0	0.0	0.0	0.0	
(◕_◕)	20	-35.900058078765866	20	-36.950192832946776	20	-36.857039260864255	20	-36.16270084381104	20	-36.265159606933594	20	-37.66781482696533	0.29692980176139	0.10389294552030429	0.11403604368086985	0.2283439370417842	0.2061067472259101	0.05069052476974161	HP	0.29692980176139	6	False	0.0		0.0	0.0	0.0	0.0	0.0	0.0	
(◕o◕)	20	-41.27593784332275	20	-41.70124626159668	20	-41.8415771484375	20	-41.027567863464355	20	-42.03565139770508	20	-42.382287216186526	0.23244657128154445	0.15191968292833838	0.13202893360772397	0.297981194121109	0.10873860069695075	0.07688501736433345	HN-S	0.297981194121109	6	False	1.0	LN	0.0	0.0	0.0	0.0	1.0	0.0	False
(◕ω◕)	20	-43.31608200073242	20	-44.20836162567139	20	-44.571814155578615	20	-43.634921836853025	20	-44.010342025756835	20	-44.90648899078369	0.32001368318665363	0.13111622320354846	0.09116140347499481	0.2326473804750014	0.15982887790670072	0.06523243175310096	HP	0.32001368318665363	6	False	0.0		0.0	0.0	0.0	0.0	0.0	0.0	
(◕ω◕✨)	20	-43.313784217834474	20	-44.20836162567139	20	-44.571814155578615	20	-43.634921836853025	20	-44.00647487640381	20	-44.91496334075928	0.3204918612375163	0.13101076222902142	0.09108807944067755	0.23246025474130808	0.16031910311114683	0.06462993924032998	HP	0.3204918612375163	6	False	0.0		0.0	0.0	0.0	0.0	0.0	0.0	
(◕ω◕✿)	20	-43.313784217834474	20	-44.20836162567139	20	-44.571814155578615	20	-43.634921836853025	20	-44.00647487640381	20	-44.91496334075928	0.3204918612375163	0.13101076222902142	0.09108807944067755	0.23246025474130808	0.16031910311114683	0.06462993924032998	HP	0.3204918612375163	6	False	0.0		0.0	0.0	0.0	0.0	0.0	0.0	
(◕‿◕)	20	-39.771501541137695	20	-40.71826286315918	20	-41.0680736541748	20	-40.46378993988037	20	-40.66917705535889	20	-41.32920684814453	0.3597086835739101	0.13956538059199447	0.09836867191605564	0.18000886376627503	0.14658698072321485	0.0757614194285499	HP	0.3597086835739101	6	True	87.0	HP	42.0	25.0	0.0	0.0	1.0	19.0	True
(◕‿◕✌)	20	-39.771501541137695	20	-40.71826286315918	20	-41.0680736541748	20	-40.46378993988037	20	-40.66917705535889	20	-41.32920684814453	0.3597086835739101	0.13956538059199447	0.09836867191605564	0.18000886376627503	0.14658698072321485	0.0757614194285499	HP	0.3597086835739101	6	False	1.0	HP	1.0	0.0	0.0	0.0	0.0	0.0	True
(◕‿◕✨)	20	-39.77152786254883	20	-40.71826286315918	20	-41.0680736541748	20	-40.46378993988037	20	-40.665921211242676	20	-41.33892822265625	0.3597943318042869	0.1396022862079313	0.09839468378526381	0.18005646395167343	0.14710391163972997	0.07504832261111459	HP	0.3597943318042869	6	False	0.0		0.0	0.0	0.0	0.0	0.0	0.0	
