first_word	ensemble_pred	ensemble_conf	majority_pred	vote_strength	n_encoders_voting	empirical	total_emit_count	is_claude	ensemble_p_HP	ensemble_p_LP	ensemble_p_HN-D	ensemble_p_HN-S	ensemble_p_LN	ensemble_p_NB	gemma_pred	gemma_conf	ministral_pred	ministral_conf	qwen_pred	qwen_conf	gpt_oss_20b_pred	gpt_oss_20b_conf	granite_pred	granite_conf
(≧▽≦*)o	HP	0.5081		2-1-1-1	5	HP	1	False	0.5081	0.1758	0.0477	0.054	0.0625	0.1519	HP	0.995	NB	0.374	LN	0.202	LP	0.365	HP	0.889
(≧︿≦)	HN-D	0.4215	HN-D	4-1	5	HN-S	1	False	0.0356	0.046	0.4215	0.182	0.2561	0.0587	HN-D	0.999	HN-D	0.435	HN-D	0.279	HN-D	0.363	LN	0.807
(⊃｡・́‿・̀｡)	LP	0.3061		2-1-1-1	5	HP	2	False	0.2228	0.3061	0.1416	0.1052	0.133	0.0912	HP	0.873	HN-D	0.474	LP	0.276	LN	0.248	LP	0.997
(⊙^▽^⊙)	NB	0.333	NB	3-1-1	5	HP	1	False	0.1293	0.1183	0.1783	0.099	0.1421	0.333	NB	0.74	NB	0.379	HP	0.209	NB	0.261	HN-D	0.508
(⊙_⊙)	HN-S	0.3836		2-2-1	5	HN-S	104	False	0.0369	0.0479	0.2349	0.3836	0.2087	0.088	HN-S	0.96	LN	0.352	LN	0.184	HN-S	0.328	HN-D	0.427
(⊙_⊙;)	HN-S	0.4204	HN-S	3-1-1	5	HN-S	13	False	0.0297	0.0463	0.2246	0.4204	0.2135	0.0655	HN-S	0.993	HN-D	0.521	LN	0.199	HN-S	0.299	HN-S	0.478
(⊙_◎)	HN-D	0.3373		2-1-1-1	5	HN-S	3	False	0.0404	0.0597	0.3373	0.289	0.1282	0.1454	HN-S	0.69	NB	0.406	LP	0.173	HN-S	0.366	HN-D	0.843
(⊙_☉;)	HN-D	0.3784		2-2-1	5	HN-S	5	False	0.0337	0.0473	0.3784	0.3209	0.1528	0.0668	HN-S	0.871	LN	0.377	HN-D	0.18	HN-S	0.412	HN-D	0.963
(⊙o⊙)	HN-D	0.2507		2-1-1-1	5	HP	1	False	0.2371	0.0605	0.2507	0.1691	0.1363	0.1464	HP	0.873	LN	0.352	HP	0.204	HN-S	0.332	HN-D	0.693
(⊙´ ω `⊙)	HN-S	0.3469		2-1-1-1	5	HN-S	1	False	0.0459	0.0623	0.2081	0.3469	0.2309	0.1059	HN-S	0.98	NB	0.29	LP	0.197	HN-S	0.41	LN	0.501
(⊙ˊωˋ⊙)	NB	0.4076	NB	3-1-1	5	HP	1	False	0.0508	0.1149	0.1147	0.0908	0.2213	0.4076	NB	0.962	NB	0.456	LP	0.208	NB	0.232	LN	0.472
(⊙ˊᵔ⊙ˋ)	NB	0.3283		2-2-1	5	NB	1	False	0.0516	0.1274	0.1311	0.1288	0.2328	0.3283	NB	0.845	NB	0.377	LP	0.236	LP	0.288	LN	0.558
(⊙′ω`-)	HN-D	0.3915		2-2-1	5	LP	1	False	0.0498	0.0647	0.3915	0.2418	0.1471	0.1051	HN-S	0.497	LN	0.323	HN-D	0.186	HN-S	0.342	HN-D	0.894
(⊙‿⊙)	LN	0.2411		2-1-1-1	5	nan	0	False	0.2049	0.0817	0.1461	0.1109	0.2411	0.2154	HP	0.714	LN	0.41	HN-D	0.179	NB	0.232	LN	0.496
(⊙⊃□⊂)	HN-D	0.3624		2-2-1	5	LP	1	False	0.062	0.0646	0.3624	0.2849	0.1366	0.0895	HN-S	0.795	HN-D	0.334	HP	0.196	HN-S	0.318	HN-D	0.971
(⊙⊙)	HN-S	0.3119		2-2-1	5	HP	1	False	0.0738	0.0645	0.1393	0.3119	0.1407	0.2697	HN-S	0.908	NB	0.358	HN-D	0.184	HN-S	0.293	NB	0.696
(⊙⌒∇⌒⊙)ゝ	HN-S	0.302		2-1-1-1	5	HP	1	False	0.0584	0.1225	0.2372	0.302	0.1602	0.1197	HN-S	0.997	LN	0.404	HP	0.237	HN-S	0.28	HN-D	0.932
(⊙▽⊙)	HP	0.2444		2-2-1	5	HP	2	False	0.2444	0.0884	0.1411	0.1066	0.2132	0.2063	HP	0.85	LN	0.337	HP	0.188	NB	0.203	LN	0.442
(⊙◞⊙)	HN-S	0.3713		2-1-1-1	5	HN-S	5	False	0.0491	0.0688	0.1208	0.3713	0.2045	0.1854	HN-S	0.996	NB	0.615	HP	0.205	HN-S	0.368	LN	0.495
(⊙ヮ⊙)	NB	0.2848	NB	3-1-1	5	nan	0	False	0.2491	0.1395	0.1068	0.1011	0.1187	0.2848	HP	0.941	NB	0.328	LP	0.203	NB	0.23	NB	0.677
(⊙﹏⊙)	HN-S	0.3373		2-2-1	5	HN-S	19	False	0.0349	0.048	0.3075	0.3373	0.2042	0.0682	HN-S	0.987	LN	0.388	HN-D	0.204	HN-S	0.35	HN-D	0.745
(⊙�	HN-S	0.3427		2-2-1	5	HP	1	False	0.053	0.0569	0.2447	0.3427	0.1734	0.1293	HN-S	0.888	LN	0.29	HN-D	0.188	HN-S	0.382	HN-D	0.497
(⊡-⊡)و	LP	0.4917	LP	3-1-1	5	nan	0	False	0.0809	0.4917	0.1165	0.0693	0.1665	0.0751	LP	0.951	LN	0.551	HP	0.226	LP	0.322	LP	0.826
(⌐■_ω■)	NB	0.6005	NB	4-1	5	nan	0	False	0.0797	0.0611	0.0816	0.0752	0.1019	0.6005	NB	0.995	NB	0.637	HP	0.186	NB	0.268	NB	0.951
(⌐■_■)	NB	0.6323	NB	4-1	5	NB	11	False	0.0815	0.0648	0.0593	0.0686	0.0935	0.6323	NB	0.988	NB	0.714	LN	0.175	NB	0.344	NB	0.97
(⌐■‿■)	NB	0.6044	NB	4-1	5	nan	0	False	0.0896	0.0736	0.0607	0.072	0.0997	0.6044	NB	0.966	NB	0.603	HP	0.182	NB	0.338	NB	0.984
(⌒_⌒;)	LN	0.4263	LN	3-1-1	5	LN	4	False	0.0309	0.0496	0.1853	0.1401	0.4263	0.1679	LN	0.795	HN-D	0.446	LN	0.235	LN	0.29	NB	0.539
(⌒‿⌒)	NB	0.4961	NB	3-2	5	NB	17	True	0.0612	0.1518	0.0534	0.0635	0.1739	0.4961	NB	0.966	LN	0.537	LN	0.202	NB	0.309	NB	0.813
(⌒▽⌒)	NB	0.5035	NB	3-1-1	5	NB	21	False	0.0757	0.1517	0.0566	0.0643	0.1482	0.5035	NB	0.952	LN	0.418	HP	0.195	NB	0.315	NB	0.772
(⌓・ᴥ・⌓)	LN	0.5271		2-1-1-1	5	NB	1	False	0.04	0.0574	0.0797	0.1274	0.5271	0.1685	LN	0.978	NB	0.532	HN-D	0.191	HN-S	0.427	LN	0.953
(⌛)	NB	0.343		2-1-1-1	5	HP	1	False	0.2339	0.0471	0.0892	0.1893	0.0974	0.343	NB	0.963	NB	0.518	LN	0.205	HN-S	0.44	HP	0.978
(⌛️)	NB	0.27		2-1-1-1	5	HN-S	1	False	0.2249	0.0513	0.0968	0.2292	0.1277	0.27	NB	0.924	HN-S	0.461	LN	0.207	HN-S	0.46	HP	0.937
(⌯˃᷄	LN	0.332	LN	3-1-1	5	LN	5	False	0.109	0.0966	0.1062	0.1955	0.332	0.1607	LN	0.359	NB	0.395	LN	0.202	HN-S	0.454	LN	0.732
(⏰)	NB	0.562	NB	3-1-1	5	NB	1	False	0.0405	0.1022	0.0439	0.1871	0.0643	0.562	NB	0.996	NB	0.668	LP	0.19	HN-S	0.369	NB	0.701
(─‿‿─)	NB	0.2622		2-1-1-1	5	nan	0	False	0.0852	0.254	0.0857	0.0841	0.2288	0.2622	LP	0.537	NB	0.308	HP	0.198	LP	0.276	LN	0.627
(┛▧益▧)	HN-D	0.3914	HN-D	3-1-1	5	LN	1	False	0.0583	0.0541	0.3914	0.1472	0.2848	0.0641	HN-D	0.988	HN-D	0.305	LP	0.211	HN-D	0.427	LN	0.905
(╥_╥)	LN	0.5538	LN	3-1-1	5	HN-D	45	False	0.0282	0.0425	0.1859	0.1509	0.5538	0.0387	LN	0.987	LN	0.363	LP	0.187	HN-D	0.391	LN	0.986
(╥_﹏)	LN	0.551	LN	3-1-1	5	LP	2	False	0.0308	0.0595	0.151	0.1634	0.551	0.0443	LN	0.952	LN	0.501	LP	0.197	HN-S	0.363	LN	0.799
(╥╯﹏╰╥)	LN	0.3339		2-2-1	5	LN	1	False	0.2126	0.0359	0.227	0.1508	0.3339	0.0397	HP	0.923	HN-D	0.461	LN	0.208	HN-D	0.425	LN	0.937
(╥﹏╥	LN	0.5496	LN	4-1	5	LP	1	False	0.0312	0.0405	0.2004	0.1391	0.5496	0.0392	LN	0.903	LN	0.445	LN	0.186	HN-D	0.448	LN	0.983
(╥﹏╥)	LN	0.5518	LN	4-1	5	HN-D	76	True	0.0313	0.0404	0.1991	0.1382	0.5518	0.0392	LN	0.903	LN	0.451	LN	0.187	HN-D	0.441	LN	0.983
(╬Ò﹏Ó)	HN-D	0.561	HN-D	4-1	5	HN-D	6	True	0.0297	0.1698	0.561	0.097	0.0589	0.0837	HN-D	0.996	LP	0.665	HN-D	0.194	HN-D	0.599	HN-D	1.0
(╬ಠ益ಠ)	HN-D	0.6303	HN-D	5	5	HN-D	10	True	0.0332	0.0532	0.6303	0.1247	0.0699	0.0887	HN-D	1.0	HN-D	0.299	HN-D	0.217	HN-D	0.635	HN-D	1.0
(╬⊙△⊙)	HN-D	0.6122	HN-D	5	5	HN-S	1	True	0.0307	0.0512	0.6122	0.1733	0.0576	0.0749	HN-D	0.912	HN-D	0.402	HN-D	0.207	HN-D	0.54	HN-D	1.0
(╭ರ_・́)	HN-D	0.3123	HN-D	3-1-1	5	nan	0	False	0.2158	0.2013	0.3123	0.1171	0.0925	0.061	HP	0.832	HN-D	0.773	HN-D	0.22	HN-D	0.4	LP	0.806
(╭☞・́⍛・̀)	HN-D	0.3037		2-1-1-1	5	nan	0	False	0.0575	0.2916	0.3037	0.1029	0.1209	0.1235	HN-D	0.887	NB	0.267	LN	0.197	LN	0.253	LP	0.968
(╯°□°	HN-D	0.5898	HN-D	4-1	5	HP	1	False	0.0496	0.0573	0.5898	0.1258	0.093	0.0845	HN-D	0.995	HN-D	0.383	LP	0.195	HN-D	0.455	HN-D	0.937
(╯°□°)	HN-D	0.5769	HN-D	4-1	5	HN-D	284	True	0.0516	0.0634	0.5769	0.1287	0.0907	0.0888	HN-D	0.996	HN-D	0.315	LP	0.2	HN-D	0.461	HN-D	0.941
(╯ↀ╰)	HN-D	0.3968		2-2-1	5	LP	1	False	0.0661	0.0717	0.3968	0.1356	0.2457	0.0841	LN	0.682	LN	0.244	LP	0.208	HN-D	0.374	HN-D	0.949
(╯✧∇✧)	HP	0.3041		1-1-1-1-1	5	nan	0	False	0.3041	0.1234	0.1221	0.0812	0.2509	0.1182	HP	0.999	NB	0.343	LP	0.242	HN-D	0.294	LN	0.857
(╯✧╰)	HP	0.2765		2-1-1-1	5	HP	1	False	0.2765	0.0772	0.2616	0.1001	0.1624	0.1221	HP	0.999	NB	0.418	LP	0.195	HN-D	0.413	HN-D	0.595
(╯✧╰╯)	HN-D	0.3299	HN-D	3-2	5	HP	1	False	0.3172	0.0551	0.3299	0.1126	0.1178	0.0673	HP	0.99	HP	0.375	HN-D	0.2	HN-D	0.522	HN-D	0.736
(╯✧▽✧)	HP	0.337		2-1-1-1	5	HP	3	False	0.337	0.1023	0.1365	0.0845	0.2408	0.099	HP	0.999	NB	0.247	LP	0.228	HP	0.35	LN	0.802
(╲︿╱')	HP	0.3331		2-2-1	5	HP	1	False	0.3331	0.1325	0.1973	0.1499	0.1156	0.0716	HP	0.404	HN-D	0.387	HN-D	0.182	HN-S	0.35	HP	0.999
(╹ω╹)	NB	0.4701		2-1-1-1	5	nan	0	False	0.057	0.1165	0.1287	0.0868	0.141	0.4701	NB	0.97	LN	0.297	LP	0.257	HN-D	0.295	NB	0.924
(╹‿╹)	NB	0.4701		2-1-1-1	5	LP	2	False	0.0552	0.1018	0.1172	0.0829	0.1728	0.4701	NB	0.975	LN	0.512	LP	0.224	HN-D	0.209	NB	0.997
(╹▽╹)	NB	0.3811	NB	3-2	5	NB	1	False	0.1962	0.1921	0.0722	0.0596	0.0988	0.3811	NB	0.5	NB	0.287	LP	0.25	LP	0.253	NB	0.813
(╹ヮ╹)	NB	0.4099	NB	3-2	5	nan	0	False	0.1279	0.1595	0.0957	0.0838	0.1232	0.4099	NB	0.617	NB	0.296	LP	0.249	LP	0.219	NB	0.866
(▼_▼)	HN-S	0.3434		2-2-1	5	HN-D	1	False	0.0409	0.0807	0.1407	0.3434	0.3176	0.0768	HN-S	0.83	HN-S	0.383	HN-D	0.193	HN-D	0.336	LN	0.996
(▽▽)	NB	0.3658		2-2-1	5	LP	1	False	0.2343	0.2331	0.0439	0.0579	0.065	0.3658	HP	0.503	LP	0.387	HP	0.218	LP	0.316	NB	0.773
(○´∀`○)	NB	0.4914	NB	3-2	5	nan	0	False	0.107	0.216	0.0469	0.0637	0.075	0.4914	NB	0.717	NB	0.449	LP	0.195	LP	0.271	NB	0.876
(◎_◎;)	HN-S	0.6202	HN-S	4-1	5	nan	0	False	0.0417	0.0502	0.1264	0.6202	0.1063	0.0552	HN-S	0.991	HN-S	0.657	LP	0.201	HN-S	0.401	HN-S	0.922
(◕_◕)	HN-S	0.2933		2-1-1-1	5	nan	0	False	0.0362	0.0627	0.1689	0.2933	0.1749	0.2639	HN-S	0.7	HN-D	0.434	HN-D	0.224	LN	0.279	NB	0.969
(◕ω◕)	NB	0.4613	NB	4-1	5	nan	0	False	0.0545	0.2502	0.0714	0.078	0.0847	0.4613	NB	0.805	NB	0.448	HN-D	0.211	NB	0.326	NB	0.588
(◕‿◕)	NB	0.6027	NB	4-1	5	HP	40	True	0.0602	0.1601	0.0512	0.0558	0.0701	0.6027	NB	0.959	NB	0.5	HN-D	0.184	NB	0.422	NB	0.979
(◕‿◕✌)	LP	0.3738		2-2-1	5	HP	1	False	0.1473	0.3738	0.0845	0.0839	0.0935	0.217	LP	0.862	HP	0.278	HN-D	0.209	HP	0.276	LP	0.503
(◕‿◕✿)	LP	0.3451	NB	3-1-1	5	NB	151	True	0.1801	0.3451	0.056	0.0586	0.0732	0.287	LP	0.547	NB	0.429	HP	0.187	NB	0.319	NB	0.531
(◕‿◕�	NB	0.3396	NB	3-2	5	NB	1	False	0.1217	0.3142	0.0674	0.0816	0.0754	0.3396	LP	0.45	NB	0.42	LP	0.193	NB	0.27	NB	0.627
(◕▽◕)	NB	0.2998		2-1-1-1	5	nan	0	False	0.2497	0.2248	0.0746	0.0736	0.0775	0.2998	HP	0.895	NB	0.473	HN-D	0.19	LP	0.281	NB	0.513
(◕▿◕✿)	HP	0.2771		2-2-1	5	nan	0	False	0.2771	0.1587	0.0952	0.0974	0.1276	0.244	HP	0.929	NB	0.438	HN-D	0.212	HP	0.225	NB	0.472
(◕ヮ◕)	NB	0.2833		2-2-1	5	nan	0	False	0.2229	0.2125	0.095	0.1001	0.0863	0.2833	HP	0.827	NB	0.349	LP	0.193	LP	0.28	NB	0.593
(◜‿◝)	LP	0.3605	LP	3-1-1	5	nan	0	False	0.0511	0.3605	0.0812	0.1074	0.1391	0.2607	NB	0.525	HN-S	0.257	LP	0.205	LP	0.291	LP	0.634
(◞‸◟)	LN	0.3424		2-2-1	5	nan	0	False	0.0392	0.2781	0.1023	0.1141	0.3424	0.1239	LN	0.998	LP	0.303	HN-D	0.209	LN	0.336	LP	0.853
(◠‿◠)	NB	0.4018	NB	3-1-1	5	HP	3	False	0.1079	0.2482	0.0497	0.082	0.1104	0.4018	NB	0.74	LN	0.295	LP	0.207	NB	0.38	NB	0.508
(◠‿◠✿)	LP	0.3194		2-2-1	5	nan	0	False	0.3121	0.3194	0.0488	0.0709	0.0824	0.1664	LP	0.761	LP	0.351	HP	0.221	NB	0.326	HP	0.958
(◠‿・)	NB	0.3179	LP	3-2	5	nan	0	False	0.1519	0.2914	0.0533	0.0785	0.1068	0.3179	NB	0.848	LP	0.378	LP	0.213	NB	0.337	LP	0.491
(◣_◢)	HN-D	0.2976		2-2-1	5	HN-S	1	False	0.0436	0.0828	0.2976	0.2155	0.1551	0.2055	HN-D	0.977	HN-S	0.332	HN-D	0.201	HN-S	0.355	NB	0.505
(☀️´▽`)	HP	0.3957	HP	3-1-1	5	NB	1	True	0.3957	0.313	0.0315	0.0369	0.0478	0.1752	NB	0.583	HP	0.828	HP	0.206	LP	0.777	HP	0.909
(☁️‿☁️)	LP	0.3736		2-2-1	5	HP	2	False	0.328	0.3736	0.0572	0.0497	0.125	0.0665	LP	0.972	HP	0.675	HN-D	0.2	LP	0.602	HP	0.763
(★^O^★)	HP	0.6638	HP	4-1	5	HP	1	False	0.6638	0.1667	0.0343	0.0349	0.0355	0.0648	HP	1.0	HP	0.816	LP	0.194	HP	0.68	HP	0.63
(★ω★)	HP	0.3766	HP	3-1-1	5	HP	5	False	0.3766	0.1924	0.0578	0.0586	0.0725	0.2421	HP	1.0	HP	0.309	LP	0.192	HP	0.398	NB	0.561
(★‿★)	HP	0.4248	HP	3-2	5	HP	1	False	0.4248	0.2419	0.0493	0.05	0.0664	0.1676	HP	1.0	HP	0.29	LP	0.185	HP	0.554	LP	0.536
(☆▽☆)	HP	0.3538		2-2-1	5	nan	0	False	0.3538	0.1773	0.0468	0.0481	0.0525	0.3214	HP	1.0	NB	0.357	LP	0.219	HP	0.38	NB	0.833
(☉‿☉)	NB	0.328		2-2-1	5	LP	1	False	0.0645	0.1794	0.2293	0.0804	0.1184	0.328	NB	0.922	NB	0.271	HN-D	0.213	LP	0.478	HN-D	0.636
(☕~☕)	LP	0.677	LP	5	5	LP	1	False	0.1024	0.677	0.0427	0.0388	0.0539	0.0853	LP	0.937	LP	0.904	LP	0.182	LP	0.693	LP	0.67
(☕‿☕)	LP	0.621	LP	4-1	5	LP	2	False	0.0629	0.621	0.0562	0.0481	0.0762	0.1355	LP	0.999	LP	0.618	HN-D	0.192	LP	0.53	LP	0.797
(☕・ω・)	LP	0.5794	LP	4-1	5	LP	1	False	0.0479	0.5794	0.1396	0.0551	0.068	0.1101	HN-D	0.476	LP	0.731	LP	0.195	LP	0.552	LP	0.994
(☕︎˶◕‿◕˶)	LP	0.6927	LP	5	5	LP	1	False	0.0825	0.6927	0.0672	0.0353	0.0519	0.0705	LP	0.837	LP	0.681	LP	0.192	LP	0.77	LP	0.984
(☕︎‿)	LP	0.4793	LP	3-2	5	LP	1	False	0.0599	0.4793	0.2182	0.041	0.0943	0.1072	LP	0.996	LP	0.508	HN-D	0.183	LP	0.646	HN-D	0.896
(☕️‿‿‿)	LP	0.5973	LP	3-2	5	LP	2	False	0.0777	0.5973	0.0544	0.06	0.1163	0.0942	LP	0.996	LN	0.368	LN	0.188	LP	0.678	LP	0.844
(☕️‿☕️)	LP	0.62	LP	3-1-1	5	LP	1	False	0.1233	0.62	0.0449	0.0438	0.0809	0.0871	LP	0.979	HP	0.434	HN-D	0.183	LP	0.637	LP	0.988
(☕️☁️)	LP	0.7277	LP	5	5	LP	1	False	0.0594	0.7277	0.0385	0.0457	0.0691	0.0596	LP	1.0	LP	0.727	LP	0.188	LP	0.731	LP	0.992
(☕️✿✿☕️)	LP	0.5267	LP	4-1	5	LP	1	False	0.2051	0.5267	0.0417	0.0416	0.0927	0.0921	HP	0.54	LP	0.408	LP	0.19	LP	0.577	LP	1.0
(☞‿☞)	NB	0.5166	NB	4-1	5	LP	2	False	0.0973	0.1448	0.0873	0.0524	0.1016	0.5166	NB	0.8	NB	0.301	HN-D	0.202	NB	0.327	NB	0.998
(☞ﾟヮﾟ)	NB	0.3526		2-1-1-1	5	HN-S	5	False	0.2709	0.1004	0.0911	0.0874	0.0977	0.3526	HP	0.969	NB	0.406	HN-D	0.19	HN-S	0.241	NB	0.998
(♡^▽^♡)	LP	0.4148	LP	4-1	5	nan	0	False	0.27	0.4148	0.0465	0.062	0.0613	0.1454	HP	0.822	LP	0.383	LP	0.21	LP	0.317	LP	0.988
(♡‿♡)	LP	0.375		2-1-1-1	5	HP	1	True	0.2613	0.375	0.0695	0.0682	0.0895	0.1364	HP	0.802	LN	0.225	HN-D	0.213	LP	0.411	LP	0.889
(⚖️)	HN-D	0.4733	HN-D	3-1-1	5	HN-S	1	False	0.0373	0.0538	0.4733	0.1497	0.1169	0.169	HN-D	0.812	HN-D	0.814	LP	0.19	HN-D	0.587	NB	0.585
(⚠️)	HN-S	0.6231	HN-S	5	5	HN-S	1	False	0.037	0.036	0.2022	0.6231	0.0571	0.0445	HN-S	0.958	HN-S	0.639	HN-S	0.177	HN-S	0.578	HN-S	0.763
(✈️⚡)	HP	0.3087		2-1-1-1	5	HN-S	1	False	0.3087	0.0741	0.1397	0.2837	0.0752	0.1186	HN-S	0.807	HP	0.331	HN-D	0.218	NB	0.258	HP	0.918
(✌️)	NB	0.6087	NB	4-1	5	NB	1	False	0.121	0.0945	0.0587	0.0548	0.0622	0.6087	NB	0.951	NB	0.711	HN-D	0.188	NB	0.248	NB	1.0
(✦‿✦)	HP	0.3126		2-2-1	5	nan	0	False	0.3126	0.168	0.0614	0.0659	0.1536	0.2385	HP	0.978	NB	0.361	HN-D	0.19	HP	0.24	NB	0.556
(✧·∀·)	HP	0.2901		2-1-1-1	5	NB	1	False	0.2901	0.2723	0.0879	0.1188	0.1391	0.0918	HP	0.997	LN	0.401	HP	0.214	HN-S	0.373	LP	0.948
(✧ω✧)	HP	0.3431	HP	3-1-1	5	HP	10	False	0.3431	0.216	0.086	0.0925	0.1304	0.132	HP	0.982	HP	0.285	HP	0.207	HN-S	0.248	LP	0.651
(✧‿✧)	LP	0.3285		2-1-1-1	5	HP	1	False	0.2247	0.3285	0.1076	0.0987	0.1239	0.1166	HP	0.571	LN	0.325	HN-D	0.201	HP	0.254	LP	0.923
(✧・̮・)	LP	0.2686		2-1-1-1	5	LN	1	False	0.2448	0.2686	0.1044	0.1322	0.1258	0.1241	HP	0.922	LN	0.327	HN-S	0.19	HN-S	0.409	LP	0.853
(✧・ω・✧)	LP	0.2744	LP	3-1-1	5	LN	1	False	0.2733	0.2744	0.1013	0.1278	0.1147	0.1086	HP	0.999	LP	0.278	LP	0.191	HN-S	0.403	LP	0.868
(✧︎️✧)	HP	0.2806		2-1-1-1	5	LN	1	False	0.2806	0.2554	0.1201	0.1467	0.1426	0.0547	HP	0.999	LN	0.472	HP	0.209	HN-S	0.493	LP	0.971
(✧️)	HP	0.2456		2-1-1-1	5	LN	1	False	0.2456	0.231	0.1109	0.1631	0.113	0.1364	HP	0.984	LP	0.257	HN-D	0.198	HN-S	0.49	LP	0.694
(✨)	NB	0.4094		2-2-1	5	LP	7	False	0.2277	0.2317	0.038	0.0379	0.0554	0.4094	NB	0.956	NB	0.388	LP	0.209	LP	0.398	HP	0.504
(✿´◜౪◝`✿)	LN	0.4249		2-1-1-1	5	LP	1	False	0.1259	0.1269	0.0354	0.0417	0.4249	0.2451	LN	0.928	NB	0.743	LP	0.202	HP	0.411	LN	0.87
(✿´◜‿◝`✿)	LN	0.3808		2-1-1-1	5	HP	1	False	0.1155	0.1675	0.043	0.0452	0.3808	0.248	LN	0.693	NB	0.753	HN-D	0.186	HP	0.383	LN	0.876
(✿‾‾)	LN	0.2481		1-1-1-1-1	5	HP	1	False	0.1917	0.1817	0.0978	0.043	0.2481	0.2378	LP	0.292	NB	0.793	HN-D	0.191	HP	0.47	LN	0.959
(✿‿❀)	LP	0.3112		2-1-1-1	5	HP	3	False	0.1413	0.3112	0.0401	0.0424	0.199	0.266	LP	0.648	NB	0.668	LP	0.227	HP	0.408	LN	0.721
(✿‿❥)	LN	0.2522		2-1-1-1	5	HP	1	False	0.181	0.241	0.0399	0.0483	0.2522	0.2375	LP	0.645	NB	0.716	LP	0.227	HP	0.477	LN	0.972
(✿╹‿╹)	NB	0.4623	NB	3-1-1	5	NB	18	False	0.1537	0.1506	0.059	0.0539	0.1205	0.4623	NB	0.564	NB	0.639	HN-D	0.214	HP	0.274	NB	0.756
(✿◕‿◕)	NB	0.3855	HP	3-2	5	HP	5	True	0.3058	0.1544	0.0401	0.035	0.0792	0.3855	HP	0.872	NB	0.7	HP	0.185	HP	0.408	NB	0.817
(✿◕‿◕✿)	HP	0.3337		2-2-1	5	LP	3	False	0.3337	0.1476	0.043	0.0366	0.1102	0.3289	HP	0.968	NB	0.622	LP	0.187	HP	0.353	NB	0.68
(✿◠‿◠)	NB	0.3742		2-2-1	5	LP	98	False	0.1539	0.3069	0.0391	0.0373	0.0886	0.3742	LP	0.747	NB	0.617	LP	0.198	HP	0.385	NB	0.733
(✿◠‿�	NB	0.387		2-2-1	5	NB	1	False	0.1215	0.3205	0.0403	0.039	0.0919	0.387	LP	0.707	NB	0.594	LP	0.192	HP	0.303	NB	0.676
(✿・̀ㅁ・́)	NB	0.3601		2-2-1	5	nan	0	False	0.2655	0.1337	0.0891	0.0586	0.093	0.3601	HP	0.729	NB	0.776	LP	0.191	HP	0.426	NB	0.679
(❀‿❀)	LN	0.2434		1-1-1-1-1	5	LP	1	False	0.1786	0.2128	0.0723	0.0722	0.2434	0.2208	HP	0.542	LN	0.71	HN-D	0.246	LP	0.251	NB	0.679
(❁´‿`❁)	LN	0.4093		2-2-1	5	LP	1	False	0.2229	0.1397	0.0732	0.0834	0.4093	0.0715	HP	0.772	LN	0.794	HP	0.2	HN-S	0.234	LN	0.893
(❄️)	LN	0.2858		2-1-1-1	5	LP	2	False	0.0334	0.0744	0.1995	0.2331	0.2858	0.1738	NB	0.442	HN-D	0.553	HN-D	0.208	HN-S	0.447	LN	0.731
(❤️)	LN	0.507	LN	3-2	5	LN	5	False	0.1082	0.1001	0.0697	0.1427	0.507	0.0722	LN	0.473	LN	0.729	HP	0.185	HP	0.278	LN	0.971
"(⸜�//
⸝̫⸝)"	HP	0.2569		2-1-1-1	5	LN	1	False	0.2569	0.1534	0.1432	0.1161	0.1077	0.2227	HP	0.98	NB	0.632	HP	0.255	HN-S	0.425	HN-D	0.572
(　´∀`)	NB	0.3884		2-2-1	5	HN-D	2	False	0.1719	0.2383	0.0343	0.0498	0.1172	0.3884	NB	0.749	HP	0.444	HP	0.264	LN	0.286	NB	0.538
(　´∀`　)	LP	0.3771		2-1-1-1	5	HN-S	3	False	0.1838	0.3771	0.0387	0.0473	0.1147	0.2383	LP	0.854	HP	0.525	HP	0.246	LN	0.256	NB	0.45
(〃¬‿¬〃)	HN-D	0.2377		2-1-1-1	5	LN	1	False	0.0746	0.1968	0.2377	0.1723	0.1821	0.1365	HN-D	0.856	LP	0.554	HP	0.221	LP	0.233	LN	0.524
(〃°ω°〃)	HP	0.2897		2-2-1	5	LP	1	False	0.2897	0.1254	0.0754	0.1958	0.1726	0.1412	HP	0.972	NB	0.422	HP	0.228	HN-S	0.231	HN-S	0.5
(〃´ω`〃)	LN	0.3386		2-2-1	5	LP	1	False	0.0766	0.218	0.0517	0.1522	0.3386	0.1629	LP	0.369	NB	0.467	LP	0.223	LN	0.259	LN	0.869
(〃´д`)	LN	0.2928		2-1-1-1	5	LN	1	False	0.0686	0.093	0.155	0.2597	0.2928	0.1308	HN-S	0.625	NB	0.392	HP	0.194	HN-S	0.256	LN	0.863
(〃∇〃)	HP	0.4619	HP	3-1-1	5	LN	1	False	0.4619	0.1752	0.0516	0.0645	0.0991	0.1478	HP	0.999	NB	0.357	HP	0.239	LP	0.311	HP	0.854
(〃▽〃)	HP	0.4052	HP	3-1-1	5	LN	1	False	0.4052	0.211	0.0418	0.0533	0.1022	0.1864	HP	0.963	NB	0.375	HP	0.244	LP	0.368	HP	0.527
