first_word	n_prompts_HP	n_prompts_LP	n_prompts_HN-D	n_prompts_HN-S	n_prompts_LN	n_prompts_NB	mean_log_prob_HP	mean_log_prob_LP	mean_log_prob_HN-D	mean_log_prob_HN-S	mean_log_prob_LN	mean_log_prob_NB	softmax_HP	softmax_LP	softmax_HN-D	softmax_HN-S	softmax_LN	softmax_NB	predicted_quadrant	max_softmax	n_face_tokens	is_claude	total_emit_count	empirical_majority_quadrant	total_emit_HP	total_emit_LP	total_emit_HN-D	total_emit_HN-S	total_emit_LN	total_emit_NB	argmax_matches_empirical
(ง'̀-'́)	0	0	0	0	0	0	-2.995732273553991	-2.995732273553991	-0.2876820724517809	-2.3025850929940455	-3.506557897319982	-3.912023005428146	0.05	0.05	0.75	0.1	0.03	0.02	HN-D	0.75	1	False	0		0	0	0	0	0	0	False
(งᵒ̌皿ᵒ̌)	0	0	0	0	0	0	-3.912023005428146	-4.605170185988091	-0.08338160893905101	-3.506557897319982	-4.605170185988091	-4.605170185988091	0.02	0.01	0.92	0.03	0.01	0.01	HN-D	0.92	1	False	0		0	0	0	0	0	0	False
(งツ)	0	0	0	0	0	0	-0.2876820724517809	-1.8971199848858813	-3.912023005428146	-3.912023005428146	-3.506557897319982	-3.506557897319982	0.75	0.15	0.02	0.02	0.03	0.03	HP	0.75	1	False	0		0	0	0	0	0	0	False
(ง・_・)	0	0	0	0	0	0	-2.995732273553991	-2.995732273553991	-0.2876820724517809	-2.3025850929940455	-3.506557897319982	-3.912023005428146	0.05	0.05	0.75	0.1	0.03	0.02	HN-D	0.75	1	False	0		0	0	0	0	0	0	False
(ง・̀_・́)	0	0	0	0	0	0	-2.995732273553991	-2.995732273553991	-0.2876820724517809	-2.3025850929940455	-3.506557897319982	-3.912023005428146	0.05	0.05	0.75	0.1	0.03	0.02	HN-D	0.75	1	False	1	HP	1	0	0	0	0	0	False
(ง・̀ω・́)	0	0	0	0	0	0	-0.2876820724517809	-1.8971199848858813	-2.995732273553991	-3.912023005428146	-3.912023005428146	-4.605170185988091	0.75	0.15	0.05	0.02	0.02	0.01	HP	0.75	1	False	0		0	0	0	0	0	0	False
(ง・̀ᗜ・́)	0	0	0	0	0	0	-0.2876820724517809	-1.8971199848858813	-2.995732273553991	-3.912023005428146	-3.912023005428146	-4.605170185988091	0.75	0.15	0.05	0.02	0.02	0.01	HP	0.75	1	False	0		0	0	0	0	0	0	False
(๑><๑)	0	0	0	0	0	0	-2.995732273553991	-2.995732273553991	-2.3025850929940455	-0.2876820724517809	-3.2188758248682006	-4.605170185988091	0.05	0.05	0.1	0.75	0.04	0.01	HN-S	0.75	1	False	3	LP	0	3	0	0	0	0	False
(๑>‿<๑)	0	0	0	0	0	0	-2.995732273553991	-0.16251892949777494	-4.605170185988091	-4.605170185988091	-2.995732273553991	-3.506557897319982	0.05	0.85	0.01	0.01	0.05	0.03	LP	0.85	1	False	5	LP	0	5	0	0	0	0	True
(๑´ڡ`๑)	0	0	0	0	0	0	-2.995732273553991	-0.16251892949777494	-4.605170185988091	-4.605170185988091	-2.995732273553991	-3.506557897319982	0.05	0.85	0.01	0.01	0.05	0.03	LP	0.85	1	False	2	LP	0	1	0	0	0	1	True
(๑˃‿˂)	0	0	0	0	0	0	-2.995732273553991	-0.16251892949777494	-4.605170185988091	-4.605170185988091	-2.995732273553991	-3.506557897319982	0.05	0.85	0.01	0.01	0.05	0.03	LP	0.85	1	False	113	HP	86	16	1	1	1	8	False
(๑・̀ㅁ・́๑)	0	0	0	0	0	0	-2.995732273553991	-2.995732273553991	-2.3025850929940455	-0.35667494393873245	-2.5257286443082556	-3.912023005428146	0.05	0.05	0.1	0.7	0.08	0.02	HN-S	0.7	1	False	17	LP	0	12	0	0	3	2	False
(๑・̀ㅂ・́)	0	0	0	0	0	0	-0.2876820724517809	-1.6094379124341003	-4.605170185988091	-4.605170185988091	-3.912023005428146	-4.605170185988091	0.75	0.2	0.01	0.01	0.02	0.01	HP	0.75	1	False	8	LP	0	4	0	0	2	2	False
(๑・́₃・̀๑)	0	0	0	0	0	0	-2.995732273553991	-0.2231435513142097	-3.912023005428146	-3.506557897319982	-2.995732273553991	-2.995732273553991	0.05	0.8	0.02	0.03	0.05	0.05	LP	0.8	1	False	3	LN	0	1	0	0	2	0	False
(๑・﹏・)	0	0	0	0	0	0	-3.912023005428146	-2.995732273553991	-4.605170185988091	-2.5257286443082556	-0.19845093872383832	-3.912023005428146	0.02	0.05	0.01	0.08	0.82	0.02	LN	0.82	1	False	2	HN-S	0	0	0	1	0	1	False
(ᐛ)	0	0	0	0	0	0	-1.8971199848858813	-0.35667494393873245	-3.912023005428146	-3.912023005428146	-2.995732273553991	-2.8134107167600364	0.15	0.7	0.02	0.02	0.05	0.06	LP	0.7	1	False	0		0	0	0	0	0	0	False
(ᐢ・ᴥ・ᐢ)	0	0	0	0	0	0	-2.995732273553991	-0.2231435513142097	-3.912023005428146	-3.506557897319982	-2.995732273553991	-2.995732273553991	0.05	0.8	0.02	0.03	0.05	0.05	LP	0.8	1	False	1	LP	0	1	0	0	0	0	True
(ᗒᗨᗕ)	0	0	0	0	0	0	-3.912023005428146	-3.912023005428146	-2.995732273553991	-0.16251892949777494	-3.2188758248682006	-3.912023005428146	0.02	0.02	0.05	0.85	0.04	0.02	HN-S	0.85	1	False	0		0	0	0	0	0	0	False
(ᗜ)	0	0	0	0	0	0	-2.995732273553991	-0.2231435513142097	-3.912023005428146	-3.506557897319982	-2.995732273553991	-2.995732273553991	0.05	0.8	0.02	0.03	0.05	0.05	LP	0.8	1	False	1	HN-D	0	0	1	0	0	0	False
(ᗜ3)	0	0	0	0	0	0	-2.995732273553991	-0.2231435513142097	-3.912023005428146	-3.506557897319982	-2.995732273553991	-2.995732273553991	0.05	0.8	0.02	0.03	0.05	0.05	LP	0.8	1	False	1	HN-S	0	0	0	1	0	0	False
(ᗜ`)	0	0	0	0	0	0	-2.995732273553991	-0.2231435513142097	-3.912023005428146	-2.5257286443082556	-3.2188758248682006	-4.605170185988091	0.05	0.8	0.02	0.08	0.04	0.01	LP	0.8	1	False	1	HN-S	0	0	0	1	0	0	False
(ᗜ㉨)	0	0	0	0	0	0	-2.995732273553991	-0.2876820724517809	-3.912023005428146	-2.995732273553991	-2.5257286443082556	-2.995732273553991	0.05	0.75	0.02	0.05	0.08	0.05	LP	0.75	1	False	1	HN-S	0	0	0	1	0	0	False
(ᵏᵈ)	0	0	0	0	0	0	-2.995732273553991	-2.3025850929940455	-2.995732273553991	-2.995732273553991	-2.3025850929940455	-0.4307829160924542	0.05	0.1	0.05	0.05	0.1	0.65	NB	0.65	1	False	1	LN	0	0	0	0	1	0	False
(ᵐᴥᵐ)	0	0	0	0	0	0	-2.995732273553991	-0.2231435513142097	-3.912023005428146	-3.506557897319982	-2.995732273553991	-2.995732273553991	0.05	0.8	0.02	0.03	0.05	0.05	LP	0.8	1	False	1	LN	0	0	0	0	1	0	False
(ᵐᵒᵐ)	0	0	0	0	0	0	-2.995732273553991	-1.8971199848858813	-2.995732273553991	-2.995732273553991	-2.3025850929940455	-0.5108256237659907	0.05	0.15	0.05	0.05	0.1	0.6	NB	0.6	1	False	1	LN	0	0	0	0	1	0	False
(ᵒ̌ᴥᵒ̌)	0	0	0	0	0	0	-0.2876820724517809	-1.8971199848858813	-3.912023005428146	-2.995732273553991	-3.912023005428146	-4.605170185988091	0.75	0.15	0.02	0.05	0.02	0.01	HP	0.75	1	False	8	LN	0	0	1	1	6	0	False
(ᵒ̌ᵃᵒ̌)	0	0	0	0	0	0	-2.995732273553991	-2.995732273553991	-2.3025850929940455	-0.2876820724517809	-3.2188758248682006	-4.605170185988091	0.05	0.05	0.1	0.75	0.04	0.01	HN-S	0.75	1	False	4	HP	1	0	1	1	1	0	False
(ᵒ̌ᵏᵒ̌)	0	0	0	0	0	0	-2.995732273553991	-2.995732273553991	-2.3025850929940455	-0.2876820724517809	-3.2188758248682006	-4.605170185988091	0.05	0.05	0.1	0.75	0.04	0.01	HN-S	0.75	1	False	1	NB	0	0	0	0	0	1	False
(ᵒ̌ᵐᵒ̌)	0	0	0	0	0	0	-2.995732273553991	-2.995732273553991	-2.3025850929940455	-0.2876820724517809	-3.2188758248682006	-4.605170185988091	0.05	0.05	0.1	0.75	0.04	0.01	HN-S	0.75	1	False	4	HN-S	1	0	1	2	0	0	True
(ᵒ̌ᵐ㏑)	0	0	0	0	0	0	-2.995732273553991	-2.3025850929940455	-2.995732273553991	-1.8971199848858813	-2.3025850929940455	-0.5978370007556204	0.05	0.1	0.05	0.15	0.1	0.55	NB	0.55	1	False	2	HN-S	0	0	0	1	1	0	False
(ᵒ̌ᵔᵒ̌)	0	0	0	0	0	0	-2.995732273553991	-2.995732273553991	-2.3025850929940455	-0.2876820724517809	-3.506557897319982	-3.912023005428146	0.05	0.05	0.1	0.75	0.03	0.02	HN-S	0.75	1	False	1	HN-D	0	0	1	0	0	0	False
(ᵒ̌ᵗᵒ̌)	0	0	0	0	0	0	-2.995732273553991	-2.995732273553991	-2.3025850929940455	-0.35667494393873245	-2.5257286443082556	-3.912023005428146	0.05	0.05	0.1	0.7	0.08	0.02	HN-S	0.7	1	False	4	HN-S	1	0	0	2	1	0	True
(ᵔ̀-̀ᵔ)	0	0	0	0	0	0	-2.995732273553991	-2.3025850929940455	-2.995732273553991	-2.3025850929940455	-0.4307829160924542	-2.995732273553991	0.05	0.1	0.05	0.1	0.65	0.05	LN	0.65	1	False	1	HN-S	0	0	0	1	0	0	False
(ᵔᴥᵔ)	0	0	0	0	0	0	-2.995732273553991	-0.2231435513142097	-3.912023005428146	-3.506557897319982	-2.995732273553991	-2.995732273553991	0.05	0.8	0.02	0.03	0.05	0.05	LP	0.8	1	False	55	HN-D	9	3	17	10	14	2	False
(ᵔᵔ)	0	0	0	0	0	0	-2.995732273553991	-1.8971199848858813	-3.912023005428146	-3.506557897319982	-2.995732273553991	-0.35667494393873245	0.05	0.15	0.02	0.03	0.05	0.7	NB	0.7	1	False	1	LP	0	1	0	0	0	0	False
(ᵔ‿ᵔ)	0	0	0	0	0	0	-1.8971199848858813	-0.2876820724517809	-3.912023005428146	-3.912023005428146	-3.2188758248682006	-3.912023005428146	0.15	0.75	0.02	0.02	0.04	0.02	LP	0.75	1	False	5	HN-D	1	0	3	0	1	0	False
(ᵔㅂᵔ)	0	0	0	0	0	0	-0.16251892949777494	-2.3025850929940455	-4.605170185988091	-4.605170185988091	-3.912023005428146	-4.605170185988091	0.85	0.1	0.01	0.01	0.02	0.01	HP	0.85	1	False	7	HN-S	0	0	2	4	0	1	False
(ᵔㅅᵔ)	0	0	0	0	0	0	-2.995732273553991	-0.16251892949777494	-3.912023005428146	-3.506557897319982	-3.506557897319982	-3.912023005428146	0.05	0.85	0.02	0.03	0.03	0.02	LP	0.85	1	False	4	HN-D	1	1	2	0	0	0	False
(ᵔㅜᵔ)	0	0	0	0	0	0	-3.912023005428146	-2.995732273553991	-3.506557897319982	-2.3025850929940455	-0.2484613592984996	-3.912023005428146	0.02	0.05	0.03	0.1	0.78	0.02	LN	0.78	1	False	1	HN-D	0	0	1	0	0	0	False
(„‿‿‿„)	0	0	0	0	0	0	-2.995732273553991	-0.2231435513142097	-3.912023005428146	-3.506557897319982	-2.995732273553991	-2.995732273553991	0.05	0.8	0.02	0.03	0.05	0.05	LP	0.8	1	False	0		0	0	0	0	0	0	False
(„・֊・„)	0	0	0	0	0	0	-2.995732273553991	-0.2231435513142097	-3.912023005428146	-2.995732273553991	-2.995732273553991	-3.506557897319982	0.05	0.8	0.02	0.05	0.05	0.03	LP	0.8	1	False	0		0	0	0	0	0	0	False
(„・‿・„)	0	0	0	0	0	0	-2.995732273553991	-0.16251892949777494	-3.912023005428146	-3.912023005428146	-3.2188758248682006	-3.912023005428146	0.05	0.85	0.02	0.02	0.04	0.02	LP	0.85	1	False	0		0	0	0	0	0	0	False
(‿͈ˬ‿͈)	0	0	0	0	0	0	-2.995732273553991	-0.2231435513142097	-3.912023005428146	-3.506557897319982	-2.995732273553991	-2.995732273553991	0.05	0.8	0.02	0.03	0.05	0.05	LP	0.8	1	False	0		0	0	0	0	0	0	False
(‿‿)	0	0	0	0	0	0	-2.995732273553991	-0.2231435513142097	-3.912023005428146	-3.912023005428146	-2.995732273553991	-2.8134107167600364	0.05	0.8	0.02	0.02	0.05	0.06	LP	0.8	1	False	1	LP	0	1	0	0	0	0	True
(‿‿‿)	0	0	0	0	0	0	-2.995732273553991	-0.16251892949777494	-3.912023005428146	-3.912023005428146	-3.2188758248682006	-3.912023005428146	0.05	0.85	0.02	0.02	0.04	0.02	LP	0.85	1	False	6	HP	2	2	0	0	0	2	False
(‿‿‿✿)	0	0	0	0	0	0	-2.995732273553991	-0.2231435513142097	-3.912023005428146	-3.912023005428146	-2.995732273553991	-2.8134107167600364	0.05	0.8	0.02	0.02	0.05	0.06	LP	0.8	1	True	1	LP	0	1	0	0	0	0	True
(⁀˘ω˘⁀)	0	0	0	0	0	0	-2.995732273553991	-0.16251892949777494	-3.912023005428146	-3.912023005428146	-3.2188758248682006	-3.912023005428146	0.05	0.85	0.02	0.02	0.04	0.02	LP	0.85	1	False	1	HN-S	0	0	0	1	0	0	False
(⁀ᗜ⁀)	0	0	0	0	0	0	-2.995732273553991	-0.16251892949777494	-3.912023005428146	-3.912023005428146	-3.2188758248682006	-3.912023005428146	0.05	0.85	0.02	0.02	0.04	0.02	LP	0.85	1	False	19	LN	4	1	2	5	6	1	False
(⁀✰)	0	0	0	0	0	0	-0.16251892949777494	-2.3025850929940455	-4.605170185988091	-4.605170185988091	-3.912023005428146	-4.605170185988091	0.85	0.1	0.01	0.01	0.02	0.01	HP	0.85	1	False	1	HN-S	0	0	0	1	0	0	False
(⁄	0	0	0	0	0	0	-2.995732273553991	-2.3025850929940455	-2.995732273553991	-2.3025850929940455	-2.3025850929940455	-0.5108256237659907	0.05	0.1	0.05	0.1	0.1	0.6	NB	0.6	1	False	14	LP	4	6	0	0	2	2	False
(⁄⁂⁄)	0	0	0	0	0	0	-2.995732273553991	-0.2876820724517809	-3.912023005428146	-2.995732273553991	-2.3025850929940455	-3.506557897319982	0.05	0.75	0.02	0.05	0.1	0.03	LP	0.75	1	False	1	NB	0	0	0	0	0	1	False
(⁄⁄・⁄ω⁄・⁄)	0	0	0	0	0	0	-2.995732273553991	-0.2231435513142097	-3.912023005428146	-2.5257286443082556	-3.506557897319982	-3.912023005428146	0.05	0.8	0.02	0.08	0.03	0.02	LP	0.8	1	False	1	HP	1	0	0	0	0	0	False
(⁄⁄・⁄ω⁄・⁄⁄)	0	0	0	0	0	0	-2.995732273553991	-0.2231435513142097	-3.912023005428146	-2.5257286443082556	-3.506557897319982	-3.912023005428146	0.05	0.8	0.02	0.08	0.03	0.02	LP	0.8	1	False	0		0	0	0	0	0	0	False
(⁎˃ᆺ˂)	0	0	0	0	0	0	-2.995732273553991	-0.2231435513142097	-3.912023005428146	-2.995732273553991	-2.995732273553991	-3.506557897319982	0.05	0.8	0.02	0.05	0.05	0.03	LP	0.8	1	False	2	LN	0	0	0	0	2	0	False
(⁎˃‿˂⁎)	0	0	0	0	0	0	-1.8971199848858813	-0.35667494393873245	-3.912023005428146	-3.506557897319982	-2.995732273553991	-2.995732273553991	0.15	0.7	0.02	0.03	0.05	0.05	LP	0.7	1	False	3	LP	0	3	0	0	0	0	True
(⁎‿‿‿⁎)	0	0	0	0	0	0	-1.8971199848858813	-0.2876820724517809	-3.912023005428146	-3.912023005428146	-3.2188758248682006	-3.912023005428146	0.15	0.75	0.02	0.02	0.04	0.02	LP	0.75	1	False	1	LP	0	1	0	0	0	0	True
(≖‿≖)	0	0	0	0	0	0	-2.995732273553991	-0.16251892949777494	-3.912023005428146	-3.912023005428146	-3.2188758248682006	-3.912023005428146	0.05	0.85	0.02	0.02	0.04	0.02	LP	0.85	1	False	1	NB	0	0	0	0	0	1	False
(≧^O^≦)	0	0	0	0	0	0	-0.08338160893905101	-2.995732273553991	-4.605170185988091	-4.605170185988091	-4.605170185988091	-1000000000.0	0.92	0.05	0.01	0.01	0.01	0.0	HP	0.92	1	False	1	HN-S	0	0	0	1	0	0	False
(≧ω≦)	0	0	0	0	0	0	-0.16251892949777494	-2.3025850929940455	-4.605170185988091	-4.605170185988091	-3.912023005428146	-4.605170185988091	0.85	0.1	0.01	0.01	0.02	0.01	HP	0.85	1	False	5	LP	1	2	1	0	0	1	False
(≧‿≦)	0	0	0	0	0	0	-0.2876820724517809	-1.6094379124341003	-4.605170185988091	-4.605170185988091	-4.605170185988091	-3.912023005428146	0.75	0.2	0.01	0.01	0.01	0.02	HP	0.75	1	True	105	HP	36	33	11	10	2	13	True
(≧∇≦)	0	0	0	0	0	0	-0.16251892949777494	-2.3025850929940455	-4.605170185988091	-4.605170185988091	-3.912023005428146	-4.605170185988091	0.85	0.1	0.01	0.01	0.02	0.01	HP	0.85	1	False	4	HP	3	1	0	0	0	0	True
(≧▽≦)	0	0	0	0	0	0	-0.16251892949777494	-2.120263536200091	-4.605170185988091	-4.605170185988091	-4.605170185988091	-1000000000.0	0.85	0.12	0.01	0.01	0.01	0.0	HP	0.85	1	True	58	HP	28	8	2	1	5	14	True
(≧▽≦*)o	0	0	0	0	0	0	-0.16251892949777494	-2.3025850929940455	-4.605170185988091	-4.605170185988091	-4.605170185988091	-3.912023005428146	0.85	0.1	0.01	0.01	0.01	0.02	HP	0.85	1	False	1	HP	1	0	0	0	0	0	True
(≧︿≦)	0	0	0	0	0	0	-3.912023005428146	-2.995732273553991	-3.506557897319982	-1.8971199848858813	-0.3285040669720361	-3.506557897319982	0.02	0.05	0.03	0.15	0.72	0.03	LN	0.72	1	False	1	HN-S	0	0	0	1	0	0	False
(⊃｡・́‿・̀｡)	0	0	0	0	0	0	-2.995732273553991	-0.2231435513142097	-3.912023005428146	-3.912023005428146	-2.995732273553991	-2.8134107167600364	0.05	0.8	0.02	0.02	0.05	0.06	LP	0.8	1	False	2	HP	2	0	0	0	0	0	False
(⊙^▽^⊙)	0	0	0	0	0	0	-0.16251892949777494	-2.3025850929940455	-4.605170185988091	-4.605170185988091	-3.912023005428146	-4.605170185988091	0.85	0.1	0.01	0.01	0.02	0.01	HP	0.85	1	False	1	HP	1	0	0	0	0	0	True
(⊙_⊙)	0	0	0	0	0	0	-2.995732273553991	-2.995732273553991	-2.3025850929940455	-0.35667494393873245	-2.995732273553991	-2.995732273553991	0.05	0.05	0.1	0.7	0.05	0.05	HN-S	0.7	1	False	104	HN-S	0	0	16	70	0	18	True
(⊙_⊙;)	0	0	0	0	0	0	-3.912023005428146	-3.912023005428146	-2.995732273553991	-0.16251892949777494	-3.2188758248682006	-3.912023005428146	0.02	0.02	0.05	0.85	0.04	0.02	HN-S	0.85	1	False	13	HN-S	2	1	3	7	0	0	True
(⊙_◎)	0	0	0	0	0	0	-2.995732273553991	-2.995732273553991	-2.3025850929940455	-0.35667494393873245	-2.995732273553991	-2.995732273553991	0.05	0.05	0.1	0.7	0.05	0.05	HN-S	0.7	1	False	3	HN-S	0	0	0	2	1	0	True
(⊙_☉;)	0	0	0	0	0	0	-2.995732273553991	-2.995732273553991	-2.3025850929940455	-0.35667494393873245	-2.5257286443082556	-3.912023005428146	0.05	0.05	0.1	0.7	0.08	0.02	HN-S	0.7	1	False	5	HN-S	0	0	0	4	1	0	True
(⊙o⊙)	0	0	0	0	0	0	-2.995732273553991	-2.995732273553991	-2.3025850929940455	-0.2876820724517809	-3.506557897319982	-3.912023005428146	0.05	0.05	0.1	0.75	0.03	0.02	HN-S	0.75	1	False	1	HP	1	0	0	0	0	0	False
(⊙´ ω `⊙)	0	0	0	0	0	0	-2.995732273553991	-2.995732273553991	-2.995732273553991	-0.2876820724517809	-2.995732273553991	-2.995732273553991	0.05	0.05	0.05	0.75	0.05	0.05	HN-S	0.75	1	False	1	HN-S	0	0	0	1	0	0	True
(⊙ˊωˋ⊙)	0	0	0	0	0	0	-0.16251892949777494	-2.3025850929940455	-4.605170185988091	-3.912023005428146	-4.605170185988091	-4.605170185988091	0.85	0.1	0.01	0.02	0.01	0.01	HP	0.85	1	False	1	HP	1	0	0	0	0	0	True
(⊙ˊᵔ⊙ˋ)	0	0	0	0	0	0	-2.995732273553991	-2.995732273553991	-2.995732273553991	-0.2876820724517809	-2.995732273553991	-2.995732273553991	0.05	0.05	0.05	0.75	0.05	0.05	HN-S	0.75	1	False	1	NB	0	0	0	0	0	1	False
(⊙′ω`-)	0	0	0	0	0	0	-2.995732273553991	-2.3025850929940455	-2.995732273553991	-1.8971199848858813	-0.5108256237659907	-2.995732273553991	0.05	0.1	0.05	0.15	0.6	0.05	LN	0.6	1	False	1	LP	0	1	0	0	0	0	False
(⊙‿⊙)	0	0	0	0	0	0	-0.2876820724517809	-1.6094379124341003	-4.605170185988091	-4.605170185988091	-4.605170185988091	-3.912023005428146	0.75	0.2	0.01	0.01	0.01	0.02	HP	0.75	1	False	0		0	0	0	0	0	0	False
(⊙⊃□⊂)	0	0	0	0	0	0	-2.995732273553991	-2.995732273553991	-2.3025850929940455	-0.35667494393873245	-2.5257286443082556	-3.912023005428146	0.05	0.05	0.1	0.7	0.08	0.02	HN-S	0.7	1	False	1	LP	0	1	0	0	0	0	False
(⊙⊙)	0	0	0	0	0	0	-2.995732273553991	-2.995732273553991	-2.3025850929940455	-0.35667494393873245	-2.995732273553991	-2.995732273553991	0.05	0.05	0.1	0.7	0.05	0.05	HN-S	0.7	1	False	1	HP	1	0	0	0	0	0	False
(⊙⌒∇⌒⊙)ゝ	0	0	0	0	0	0	-0.16251892949777494	-2.3025850929940455	-4.605170185988091	-4.605170185988091	-3.912023005428146	-4.605170185988091	0.85	0.1	0.01	0.01	0.02	0.01	HP	0.85	1	False	1	HP	1	0	0	0	0	0	True
(⊙▽⊙)	0	0	0	0	0	0	-0.16251892949777494	-2.3025850929940455	-4.605170185988091	-4.605170185988091	-3.912023005428146	-4.605170185988091	0.85	0.1	0.01	0.01	0.02	0.01	HP	0.85	1	False	2	HP	2	0	0	0	0	0	True
(⊙◞⊙)	0	0	0	0	0	0	-2.995732273553991	-2.995732273553991	-2.3025850929940455	-0.2876820724517809	-3.506557897319982	-3.912023005428146	0.05	0.05	0.1	0.75	0.03	0.02	HN-S	0.75	1	False	5	HN-S	0	0	0	4	1	0	True
(⊙ヮ⊙)	0	0	0	0	0	0	-0.2876820724517809	-1.8971199848858813	-3.912023005428146	-3.506557897319982	-3.506557897319982	-3.912023005428146	0.75	0.15	0.02	0.03	0.03	0.02	HP	0.75	1	False	0		0	0	0	0	0	0	False
(⊙﹏⊙)	0	0	0	0	0	0	-3.912023005428146	-3.506557897319982	-2.995732273553991	-0.2231435513142097	-2.5257286443082556	-3.912023005428146	0.02	0.03	0.05	0.8	0.08	0.02	HN-S	0.8	1	False	19	HN-S	0	0	0	19	0	0	True
(⊙�	0	0	0	0	0	0	-2.995732273553991	-2.995732273553991	-2.3025850929940455	-0.35667494393873245	-2.995732273553991	-2.995732273553991	0.05	0.05	0.1	0.7	0.05	0.05	HN-S	0.7	1	False	1	HP	1	0	0	0	0	0	False
(⊡-⊡)و	0	0	0	0	0	0	-0.2876820724517809	-1.8971199848858813	-2.995732273553991	-3.912023005428146	-3.912023005428146	-4.605170185988091	0.75	0.15	0.05	0.02	0.02	0.01	HP	0.75	1	False	0		0	0	0	0	0	0	False
(⌐■_ω■)	0	0	0	0	0	0	-0.2876820724517809	-1.8971199848858813	-2.995732273553991	-3.912023005428146	-3.912023005428146	-4.605170185988091	0.75	0.15	0.05	0.02	0.02	0.01	HP	0.75	1	False	0		0	0	0	0	0	0	False
(⌐■_■)	0	0	0	0	0	0	-2.995732273553991	-2.3025850929940455	-2.3025850929940455	-2.995732273553991	-2.995732273553991	-0.4307829160924542	0.05	0.1	0.1	0.05	0.05	0.65	NB	0.65	1	False	11	NB	0	0	0	0	0	11	True
(⌐■‿■)	0	0	0	0	0	0	-0.2876820724517809	-1.6094379124341003	-3.912023005428146	-4.605170185988091	-4.605170185988091	-4.605170185988091	0.75	0.2	0.02	0.01	0.01	0.01	HP	0.75	1	False	0		0	0	0	0	0	0	False
(⌒_⌒;)	0	0	0	0	0	0	-2.995732273553991	-2.3025850929940455	-2.995732273553991	-1.8971199848858813	-0.5108256237659907	-2.995732273553991	0.05	0.1	0.05	0.15	0.6	0.05	LN	0.6	1	False	4	LN	0	1	0	1	2	0	True
(⌒‿⌒)	0	0	0	0	0	0	-2.995732273553991	-0.16251892949777494	-4.605170185988091	-4.605170185988091	-2.995732273553991	-3.506557897319982	0.05	0.85	0.01	0.01	0.05	0.03	LP	0.85	1	True	17	NB	0	8	0	0	0	9	False
(⌒▽⌒)	0	0	0	0	0	0	-1.8971199848858813	-0.2876820724517809	-4.605170185988091	-4.605170185988091	-2.995732273553991	-3.506557897319982	0.15	0.75	0.01	0.01	0.05	0.03	LP	0.75	1	False	21	NB	0	7	0	0	2	12	False
(⌓・ᴥ・⌓)	0	0	0	0	0	0	-2.995732273553991	-0.2876820724517809	-3.912023005428146	-2.5257286443082556	-2.5257286443082556	-3.912023005428146	0.05	0.75	0.02	0.08	0.08	0.02	LP	0.75	1	False	1	NB	0	0	0	0	0	1	False
(⌛)	0	0	0	0	0	0	-2.995732273553991	-2.3025850929940455	-2.995732273553991	-2.995732273553991	-2.3025850929940455	-0.4307829160924542	0.05	0.1	0.05	0.05	0.1	0.65	NB	0.65	1	False	1	HP	1	0	0	0	0	0	False
(⌛️)	0	0	0	0	0	0	-2.995732273553991	-2.3025850929940455	-2.995732273553991	-2.995732273553991	-2.3025850929940455	-0.4307829160924542	0.05	0.1	0.05	0.05	0.1	0.65	NB	0.65	1	False	1	HN-S	0	0	0	1	0	0	False
(⌯˃᷄	0	0	0	0	0	0	-2.995732273553991	-2.995732273553991	-2.3025850929940455	-0.35667494393873245	-2.5257286443082556	-3.912023005428146	0.05	0.05	0.1	0.7	0.08	0.02	HN-S	0.7	1	False	5	LN	0	1	0	1	3	0	False
(⏰)	0	0	0	0	0	0	-2.995732273553991	-2.995732273553991	-2.995732273553991	-2.995732273553991	-2.995732273553991	-0.2876820724517809	0.05	0.05	0.05	0.05	0.05	0.75	NB	0.75	1	False	1	NB	0	0	0	0	0	1	True
(─‿‿─)	0	0	0	0	0	0	-2.995732273553991	-0.16251892949777494	-3.912023005428146	-3.912023005428146	-3.2188758248682006	-3.912023005428146	0.05	0.85	0.02	0.02	0.04	0.02	LP	0.85	1	False	0		0	0	0	0	0	0	False
(┛▧益▧)	0	0	0	0	0	0	-3.912023005428146	-4.605170185988091	-0.08338160893905101	-3.506557897319982	-4.605170185988091	-4.605170185988091	0.02	0.01	0.92	0.03	0.01	0.01	HN-D	0.92	1	False	1	LN	0	0	0	0	1	0	False
(╥_╥)	0	0	0	0	0	0	-3.912023005428146	-3.506557897319982	-3.912023005428146	-2.5257286443082556	-0.18632957819149348	-3.912023005428146	0.02	0.03	0.02	0.08	0.83	0.02	LN	0.83	1	False	45	HN-D	1	0	24	8	11	1	False
(╥_﹏)	0	0	0	0	0	0	-3.912023005428146	-2.995732273553991	-3.506557897319982	-2.3025850929940455	-0.2484613592984996	-3.912023005428146	0.02	0.05	0.03	0.1	0.78	0.02	LN	0.78	1	False	2	LP	0	1	0	0	0	1	False
(╥╯﹏╰╥)	0	0	0	0	0	0	-3.912023005428146	-3.506557897319982	-2.995732273553991	-1.8971199848858813	-0.3285040669720361	-3.506557897319982	0.02	0.03	0.05	0.15	0.72	0.03	LN	0.72	1	False	1	LN	0	0	0	0	1	0	True
