first_word	n_prompts_HP	n_prompts_LP	n_prompts_HN-D	n_prompts_HN-S	n_prompts_LN	n_prompts_NB	mean_log_prob_HP	mean_log_prob_LP	mean_log_prob_HN-D	mean_log_prob_HN-S	mean_log_prob_LN	mean_log_prob_NB	softmax_HP	softmax_LP	softmax_HN-D	softmax_HN-S	softmax_LN	softmax_NB	predicted_quadrant	max_softmax	n_face_tokens	is_claude	total_emit_count	empirical_majority_quadrant	total_emit_HP	total_emit_LP	total_emit_HN-D	total_emit_HN-S	total_emit_LN	total_emit_NB	argmax_matches_empirical	n_v2_descs
(^o^)	0	0	0	0	0	0	-0.6931471805599453	-0.6931471805599453	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.5	0.5	0.0	0.0	0.0	0.0	HP	0.5	0	True	9	HP	7	1	0	0	0	1	True	1
(^‿^)	0	0	0	0	0	0	-0.6931471805599453	-0.6931471805599453	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.5	0.5	0.0	0.0	0.0	0.0	HP	0.5	0	True	16	LP	1	10	0	0	0	5	False	1
(`∀´)	0	0	0	0	0	0	-0.6931471805599453	-0.6931471805599453	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.5	0.5	0.0	0.0	0.0	0.0	HP	0.5	0	False	0		0	0	0	0	0	0	False	1
(¬､¬)	0	0	0	0	0	0	-27.631021115928547	-27.631021115928547	-0.6931471805599453	-0.6931471805599453	-27.631021115928547	-27.631021115928547	0.0	0.0	0.5	0.5	0.0	0.0	HN-D	0.5	0	False	0		0	0	0	0	0	0	False	1
(°△°)	0	0	0	0	0	0	-27.631021115928547	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	1.0	0.0	0.0	0.0	0.0	LP	1.0	0	False	0		0	0	0	0	0	0	False	1
(°ー°〃)	0	0	0	0	0	0	-27.631021115928547	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	1.0	0.0	0.0	0.0	0.0	LP	1.0	0	False	4	LN	0	1	0	0	2	1	False	1
(´	0	0	0	0	0	0	-27.631021115928547	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	1.0	0.0	0.0	0.0	0.0	LP	1.0	0	False	0		0	0	0	0	0	0	False	1
(´_ゝ`)	0	0	0	0	0	0	-27.631021115928547	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	1.0	0.0	0.0	0.0	0.0	LP	1.0	0	False	0		0	0	0	0	0	0	False	1
(´˘`)	0	0	0	0	0	0	-27.631021115928547	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	1.0	0.0	0.0	0.0	0.0	LP	1.0	0	True	7	LP	0	7	0	0	0	0	True	1
(´ε`;)	0	0	0	0	0	0	-27.631021115928547	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	1.0	0.0	0.0	0.0	0.0	LP	1.0	0	False	0		0	0	0	0	0	0	False	1
(´∇`)	0	0	0	0	0	0	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	1.0	0.0	0.0	0.0	0.0	0.0	HP	1.0	0	False	5	HP	2	0	0	0	1	2	True	1
(´⊙ω⊙`)	0	0	0	0	0	0	-0.6931471805599453	-0.6931471805599453	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.5	0.5	0.0	0.0	0.0	0.0	HP	0.5	0	False	0		0	0	0	0	0	0	False	1
(´◕ω◕`)	0	0	0	0	0	0	-27.631021115928547	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	1.0	0.0	0.0	0.0	0.0	LP	1.0	0	False	0		0	0	0	0	0	0	False	1
(´◕‿◕`)	0	0	0	0	0	0	-27.631021115928547	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	1.0	0.0	0.0	0.0	0.0	LP	1.0	0	False	0		0	0	0	0	0	0	False	1
(´ヘ`;)	0	0	0	0	0	0	-27.631021115928547	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	1.0	0.0	0.0	0.0	0.0	LP	1.0	0	False	0		0	0	0	0	0	0	False	1
(´꒳`)	0	0	0	0	0	0	-27.631021115928547	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	1.0	0.0	0.0	0.0	0.0	LP	1.0	0	False	0		0	0	0	0	0	0	False	1
(´ｰ`)	0	0	0	0	0	0	-27.631021115928547	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	1.0	0.0	0.0	0.0	0.0	LP	1.0	0	False	0		0	0	0	0	0	0	False	1
(ˊᗜˋ)	0	0	0	0	0	0	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	1.0	0.0	0.0	0.0	0.0	0.0	HP	1.0	0	False	0		0	0	0	0	0	0	False	1
(ˊᗜˋ*)و	0	0	0	0	0	0	-27.631021115928547	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	1.0	0.0	0.0	0.0	0.0	LP	1.0	0	False	0		0	0	0	0	0	0	False	1
(˘³˘)	0	0	0	0	0	0	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	1.0	0.0	0.0	0.0	0.0	0.0	HP	1.0	0	True	58	LP	0	26	5	3	13	11	False	1
(˘͈‿˘͈)	0	0	0	0	0	0	-27.631021115928547	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	1.0	0.0	0.0	0.0	0.0	LP	1.0	0	False	0		0	0	0	0	0	0	False	1
(˘・ω・˘)	0	0	0	0	0	0	-27.631021115928547	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	1.0	0.0	0.0	0.0	0.0	LP	1.0	0	False	1	LN	0	0	0	0	1	0	False	1
(˙▿˙)	0	0	0	0	0	0	-27.631021115928547	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	1.0	0.0	0.0	0.0	0.0	LP	1.0	0	False	3	NB	0	0	0	0	0	3	False	1
(˙◁˙)	0	0	0	0	0	0	-27.631021115928547	-0.6931471805599453	-27.631021115928547	-27.631021115928547	-27.631021115928547	-0.6931471805599453	0.0	0.5	0.0	0.0	0.0	0.5	LP	0.5	0	False	0		0	0	0	0	0	0	False	1
(˵・̀‿-˵)	0	0	0	0	0	0	-27.631021115928547	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	1.0	0.0	0.0	0.0	0.0	LP	1.0	0	False	0		0	0	0	0	0	0	False	1
(˶˃‿˂˶;)	0	0	0	0	0	0	-27.631021115928547	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	1.0	0.0	0.0	0.0	0.0	LP	1.0	0	False	0		0	0	0	0	0	0	False	1
(̄▽̄)	0	0	0	0	0	0	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	1.0	0.0	0.0	0.0	0.0	0.0	HP	1.0	0	False	0		0	0	0	0	0	0	False	1
(ಠ‿ಠ)	0	0	0	0	0	0	-0.6931471805599453	-0.6931471805599453	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.5	0.5	0.0	0.0	0.0	0.0	HP	0.5	0	False	0		0	0	0	0	0	0	False	1
(ಠ益ಠ)	0	0	0	0	0	0	-27.631021115928547	-0.6931471805599453	-27.631021115928547	-0.6931471805599453	-27.631021115928547	-27.631021115928547	0.0	0.5	0.0	0.5	0.0	0.0	LP	0.5	0	False	0		0	0	0	0	0	0	False	1
(งツ)	0	0	0	0	0	0	-0.6931471805599453	-0.6931471805599453	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.5	0.5	0.0	0.0	0.0	0.0	HP	0.5	0	False	0		0	0	0	0	0	0	False	1
(ง・_・)	0	0	0	0	0	0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	0.0	0.0	0.0	0.0	0.0	1.0	NB	1.0	0	False	0		0	0	0	0	0	0	False	1
(๑・̀⌄・́๑)૭	0	0	0	0	0	0	-27.631021115928547	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	1.0	0.0	0.0	0.0	0.0	LP	1.0	0	False	0		0	0	0	0	0	0	False	1
(ᐛ)	0	0	0	0	0	0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	0.0	0.0	0.0	0.0	0.0	1.0	NB	1.0	0	False	0		0	0	0	0	0	0	False	1
(ᗒᗨᗕ)	0	0	0	0	0	0	-0.6931471805599453	-0.6931471805599453	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.5	0.5	0.0	0.0	0.0	0.0	HP	0.5	0	False	0		0	0	0	0	0	0	False	1
(„‿‿‿„)	0	0	0	0	0	0	-0.6931471805599453	-0.6931471805599453	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.5	0.5	0.0	0.0	0.0	0.0	HP	0.5	0	False	0		0	0	0	0	0	0	False	1
(„・֊・„)	0	0	0	0	0	0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	0.0	0.0	0.0	0.0	0.0	1.0	NB	1.0	0	False	0		0	0	0	0	0	0	False	1
(„・‿・„)	0	0	0	0	0	0	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	1.0	0.0	0.0	0.0	0.0	0.0	HP	1.0	0	False	0		0	0	0	0	0	0	False	1
(⁄⁄・⁄ω⁄・⁄⁄)	0	0	0	0	0	0	-27.631021115928547	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	1.0	0.0	0.0	0.0	0.0	LP	1.0	0	False	0		0	0	0	0	0	0	False	1
(⇀‸↼‶)	0	0	0	0	0	0	-27.631021115928547	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	1.0	0.0	0.0	0.0	0.0	LP	1.0	0	False	0		0	0	0	0	0	0	False	1
(≧‿≦)	0	0	0	0	0	0	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	1.0	0.0	0.0	0.0	0.0	0.0	HP	1.0	0	True	108	HP	39	33	11	10	2	13	True	1
(≧▽≦*)o	0	0	0	0	0	0	-27.631021115928547	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	1.0	0.0	0.0	0.0	0.0	LP	1.0	0	False	1	HP	1	0	0	0	0	0	False	1
(⌐■_ω■)	0	0	0	0	0	0	-0.6931471805599453	-0.6931471805599453	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.5	0.5	0.0	0.0	0.0	0.0	HP	0.5	0	False	0		0	0	0	0	0	0	False	1
(⌐■‿■)	0	0	0	0	0	0	-0.6931471805599453	-0.6931471805599453	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.5	0.5	0.0	0.0	0.0	0.0	HP	0.5	0	False	0		0	0	0	0	0	0	False	1
(⌒_⌒;)	0	0	0	0	0	0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	-27.631021115928547	0.0	0.0	0.0	0.0	1.0	0.0	LN	1.0	0	False	4	LN	0	1	0	1	2	0	True	1
(⌒▽⌒)	0	0	0	0	0	0	-0.6931471805599453	-0.6931471805599453	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.5	0.5	0.0	0.0	0.0	0.0	HP	0.5	0	False	21	NB	0	7	0	0	2	12	False	1
(╭☞・̀	0	0	0	0	0	0	-0.6931471805599453	-0.6931471805599453	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.5	0.5	0.0	0.0	0.0	0.0	HP	0.5	0	False	0		0	0	0	0	0	0	False	1
(╭☞・́⍛・̀)	0	0	0	0	0	0	-27.631021115928547	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	1.0	0.0	0.0	0.0	0.0	LP	1.0	0	False	0		0	0	0	0	0	0	False	1
(╯▽╰)	0	0	0	0	0	0	-0.6931471805599453	-0.6931471805599453	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.5	0.5	0.0	0.0	0.0	0.0	HP	0.5	0	False	0		0	0	0	0	0	0	False	1
(╹ヮ╹)	0	0	0	0	0	0	-27.631021115928547	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	1.0	0.0	0.0	0.0	0.0	LP	1.0	0	False	0		0	0	0	0	0	0	False	1
(▰˘‿˘▰)	0	0	0	0	0	0	-27.631021115928547	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	1.0	0.0	0.0	0.0	0.0	LP	1.0	0	False	0		0	0	0	0	0	0	False	1
(○_○)	0	0	0	0	0	0	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	-27.631021115928547	-27.631021115928547	0.0	0.0	0.0	1.0	0.0	0.0	HN-S	1.0	0	False	0		0	0	0	0	0	0	False	1
(○´∀`○)	0	0	0	0	0	0	-27.631021115928547	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	1.0	0.0	0.0	0.0	0.0	LP	1.0	0	False	0		0	0	0	0	0	0	False	1
(◕.◕)	0	0	0	0	0	0	-27.631021115928547	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	1.0	0.0	0.0	0.0	0.0	LP	1.0	0	False	0		0	0	0	0	0	0	False	1
(◕ω◕✨🌸)	0	0	0	0	0	0	-0.6931471805599453	-0.6931471805599453	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.5	0.5	0.0	0.0	0.0	0.0	HP	0.5	0	False	0		0	0	0	0	0	0	False	1
(◞‸◟;)	0	0	0	0	0	0	-27.631021115928547	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	1.0	0.0	0.0	0.0	0.0	LP	1.0	0	False	0		0	0	0	0	0	0	False	1
(◞‿◟)	0	0	0	0	0	0	-27.631021115928547	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	1.0	0.0	0.0	0.0	0.0	LP	1.0	0	False	0		0	0	0	0	0	0	False	1
(◞◟ㆀ)	0	0	0	0	0	0	-27.631021115928547	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	1.0	0.0	0.0	0.0	0.0	LP	1.0	0	False	0		0	0	0	0	0	0	False	1
(◠‿・)	0	0	0	0	0	0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	0.0	0.0	0.0	0.0	0.0	1.0	NB	1.0	0	False	0		0	0	0	0	0	0	False	1
(☆▽☆)	0	0	0	0	0	0	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	1.0	0.0	0.0	0.0	0.0	0.0	HP	1.0	0	True	2	HP	2	0	0	0	0	0	True	1
(♡^▽^♡)	0	0	0	0	0	0	-0.6931471805599453	-0.6931471805599453	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.5	0.5	0.0	0.0	0.0	0.0	HP	0.5	0	False	0		0	0	0	0	0	0	False	1
(✦‿✦)	0	0	0	0	0	0	-0.6931471805599453	-0.6931471805599453	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.5	0.5	0.0	0.0	0.0	0.0	HP	0.5	0	False	0		0	0	0	0	0	0	False	1
(✿・̀ㅁ・́)	0	0	0	0	0	0	-27.631021115928547	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	1.0	0.0	0.0	0.0	0.0	LP	1.0	0	False	0		0	0	0	0	0	0	False	1
(゚ペ)	0	0	0	0	0	0	-27.631021115928547	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	1.0	0.0	0.0	0.0	0.0	LP	1.0	0	False	0		0	0	0	0	0	0	False	1
(゜∇゜)	0	0	0	0	0	0	-27.631021115928547	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	1.0	0.0	0.0	0.0	0.0	LP	1.0	0	False	0		0	0	0	0	0	0	False	1
(ノಠ益ಠ)	0	0	0	0	0	0	-27.631021115928547	-27.631021115928547	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	0.0	1.0	0.0	0.0	0.0	HN-D	1.0	0	True	1	HP	1	0	0	0	0	0	False	1
(・_・ゞ−☆	0	0	0	0	0	0	-27.631021115928547	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	1.0	0.0	0.0	0.0	0.0	LP	1.0	0	False	0		0	0	0	0	0	0	False	1
(・o・)	0	0	0	0	0	0	-27.631021115928547	-0.6931471805599453	-0.6931471805599453	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	0.5	0.5	0.0	0.0	0.0	LP	0.5	0	False	0		0	0	0	0	0	0	False	1
(・̀.̫・́)	0	0	0	0	0	0	-27.631021115928547	-0.6931471805599453	-27.631021115928547	-27.631021115928547	-27.631021115928547	-0.6931471805599453	0.0	0.5	0.0	0.0	0.0	0.5	LP	0.5	0	False	0		0	0	0	0	0	0	False	1
(・́ω・̀)	0	0	0	0	0	0	-27.631021115928547	-27.631021115928547	-0.6931471805599453	-0.6931471805599453	-27.631021115928547	-27.631021115928547	0.0	0.0	0.5	0.5	0.0	0.0	HN-D	0.5	0	False	0		0	0	0	0	0	0	False	1
(・ω・`)o	0	0	0	0	0	0	-27.631021115928547	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	1.0	0.0	0.0	0.0	0.0	LP	1.0	0	False	0		0	0	0	0	0	0	False	1
(・ω・ﾉ	0	0	0	0	0	0	-27.631021115928547	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	1.0	0.0	0.0	0.0	0.0	LP	1.0	0	False	0		0	0	0	0	0	0	False	1
(・⩊・)	0	0	0	0	0	0	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	1.0	0.0	0.0	0.0	0.0	0.0	HP	1.0	0	False	0		0	0	0	0	0	0	False	1
(・・;)	0	0	0	0	0	0	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	-27.631021115928547	-27.631021115928547	0.0	0.0	0.0	1.0	0.0	0.0	HN-S	1.0	0	False	0		0	0	0	0	0	0	False	1
(ーー;)	0	0	0	0	0	0	-27.631021115928547	-27.631021115928547	-0.6931471805599453	-0.6931471805599453	-27.631021115928547	-27.631021115928547	0.0	0.0	0.5	0.5	0.0	0.0	HN-D	0.5	0	False	0		0	0	0	0	0	0	False	1
(꒪ཫ꒪;)	0	0	0	0	0	0	-27.631021115928547	-27.631021115928547	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	0.0	1.0	0.0	0.0	0.0	HN-D	1.0	0	False	0		0	0	0	0	0	0	False	1
(＾・ω・＾)	0	0	0	0	0	0	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	1.0	0.0	0.0	0.0	0.0	0.0	HP	1.0	0	False	0		0	0	0	0	0	0	False	1
(｡-_-｡)	0	0	0	0	0	0	-27.631021115928547	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	1.0	0.0	0.0	0.0	0.0	LP	1.0	0	False	0		0	0	0	0	0	0	False	1
(｡-`ω´-)	0	0	0	0	0	0	-0.6931471805599453	-0.6931471805599453	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.5	0.5	0.0	0.0	0.0	0.0	HP	0.5	0	False	0		0	0	0	0	0	0	False	1
(｡-‿-｡)	0	0	0	0	0	0	-27.631021115928547	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	1.0	0.0	0.0	0.0	0.0	LP	1.0	0	True	3	LP	0	2	0	0	0	1	True	1
(｡>‿<｡)	0	0	0	0	0	0	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	1.0	0.0	0.0	0.0	0.0	0.0	HP	1.0	0	False	0		0	0	0	0	0	0	False	1
(｡╯︵╰｡)	0	0	0	0	0	0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	-27.631021115928547	0.0	0.0	0.0	0.0	1.0	0.0	LN	1.0	0	True	87	LN	1	0	0	0	86	0	True	1
(｡◕◕｡)	0	0	0	0	0	0	-27.631021115928547	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	1.0	0.0	0.0	0.0	0.0	LP	1.0	0	False	0		0	0	0	0	0	0	False	1
(｡♡‿♡｡)	0	0	0	0	0	0	-27.631021115928547	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	1.0	0.0	0.0	0.0	0.0	LP	1.0	0	False	1	HP	1	0	0	0	0	0	False	1
(｡・	0	0	0	0	0	0	-0.6931471805599453	-0.6931471805599453	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.5	0.5	0.0	0.0	0.0	0.0	HP	0.5	0	False	0		0	0	0	0	0	0	False	1
(｡・́ω・̀｡)	0	0	0	0	0	0	-27.631021115928547	-0.6931471805599453	-27.631021115928547	-27.631021115928547	-27.631021115928547	-0.6931471805599453	0.0	0.5	0.0	0.0	0.0	0.5	LP	0.5	0	False	0		0	0	0	0	0	0	False	1
(｡・́⌒・̀｡)	0	0	0	0	0	0	-27.631021115928547	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	1.0	0.0	0.0	0.0	0.0	LP	1.0	0	False	0		0	0	0	0	0	0	False	1
(｡・‿-)	0	0	0	0	0	0	-27.631021115928547	-0.6931471805599453	-27.631021115928547	-27.631021115928547	-27.631021115928547	-0.6931471805599453	0.0	0.5	0.0	0.0	0.0	0.5	LP	0.5	0	True	2	LP	0	1	0	0	0	1	True	1
(ﾟωﾟ)	0	0	0	0	0	0	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	1.0	0.0	0.0	0.0	0.0	0.0	HP	1.0	0	False	1	LP	0	1	0	0	0	0	False	1
(ﾟヮﾟ)	0	0	0	0	0	0	-27.631021115928547	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	1.0	0.0	0.0	0.0	0.0	LP	1.0	0	False	2	HP	1	0	1	0	0	0	False	1
(￢_￢)	0	0	0	0	0	0	-27.631021115928547	-27.631021115928547	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	0.0	1.0	0.0	0.0	0.0	HN-D	1.0	0	False	0		0	0	0	0	0	0	False	1
(￣ε￣)	0	0	0	0	0	0	-27.631021115928547	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	1.0	0.0	0.0	0.0	0.0	LP	1.0	0	False	0		0	0	0	0	0	0	False	1
(￣▽￣;)	0	0	0	0	0	0	-27.631021115928547	-27.631021115928547	-0.6931471805599453	-27.631021115928547	-0.6931471805599453	-27.631021115928547	0.0	0.0	0.5	0.0	0.5	0.0	HN-D	0.5	0	False	10	HN-S	2	0	0	4	4	0	False	1
(￣へ￣)	0	0	0	0	0	0	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	-27.631021115928547	-27.631021115928547	0.0	0.0	0.0	1.0	0.0	0.0	HN-S	1.0	0	False	0		0	0	0	0	0	0	False	1
(￣ー￣;)	0	0	0	0	0	0	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	-27.631021115928547	-27.631021115928547	0.0	0.0	0.0	1.0	0.0	0.0	HN-S	1.0	0	False	0		0	0	0	0	0	0	False	1
(￣￣)	0	0	0	0	0	0	-0.6931471805599453	-0.6931471805599453	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.5	0.5	0.0	0.0	0.0	0.0	HP	0.5	0	False	7	HN-S	1	0	0	3	2	1	False	1
(￣￣|||)	0	0	0	0	0	0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	0.0	0.0	0.0	0.0	0.0	1.0	NB	1.0	0	False	0		0	0	0	0	0	0	False	1
4/4	0	0	0	0	0	0	-27.631021115928547	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	1.0	0.0	0.0	0.0	0.0	LP	1.0	0	False	0		0	0	0	0	0	0	False	1
7/7	0	0	0	0	0	0	-27.631021115928547	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	1.0	0.0	0.0	0.0	0.0	LP	1.0	0	False	0		0	0	0	0	0	0	False	1
83	0	0	0	0	0	0	-27.631021115928547	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	1.0	0.0	0.0	0.0	0.0	LP	1.0	0	False	0		0	0	0	0	0	0	False	1
¬‿¬	0	0	0	0	0	0	-27.631021115928547	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	1.0	0.0	0.0	0.0	0.0	LP	1.0	0	False	0		0	0	0	0	0	0	False	1
ʕ ・ᴥ・ʔ	0	0	0	0	0	0	-27.631021115928547	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	1.0	0.0	0.0	0.0	0.0	LP	1.0	0	False	0		0	0	0	0	0	0	False	1
ಠ‿ಠ	0	0	0	0	0	0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	-0.6931471805599453	-0.6931471805599453	0.0	0.0	0.0	0.0	0.5	0.5	LN	0.5	0	False	0		0	0	0	0	0	0	False	1
⊙_⊙	0	0	0	0	0	0	-27.631021115928547	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	1.0	0.0	0.0	0.0	0.0	LP	1.0	0	False	0		0	0	0	0	0	0	False	1
