first_word	ensemble_pred	ensemble_conf	n_encoders_voting	gt_modal	gt_total_emits	jsd_vs_gt	similarity	argmax_matches_gt_modal	total_emit_count	is_claude	ensemble_p_HP	ensemble_p_LP	ensemble_p_HN-D	ensemble_p_HN-S	ensemble_p_LN	ensemble_p_NB	gt_p_HP	gt_p_LP	gt_p_HN-D	gt_p_HN-S	gt_p_LN	gt_p_NB	gemma_pred	gemma_conf	gemma_intro_v7_primed_pred	gemma_intro_v7_primed_conf	opus_pred	opus_conf
(⊙ˊωˋ⊙)	NB	0.9626	2		0				1	False	0.0191	0.0002	0.0001	0.0179	0.0	0.9626							NB	0.962	NB	0.964		
(⊙ˊᵔ⊙ˋ)	NB	0.8354	2		0				1	False	0.0424	0.0012	0.0004	0.1207	0.0	0.8354							NB	0.845	NB	0.826		
(⊙ᗜ⊙)	HP	0.9993	2		0				1	False	0.9993	0.0	0.0	0.0001	0.0	0.0006							HP	0.999	HP	1.0		
(⊙′ω`-)	HN-D	0.6438	2		0				1	False	0.0133	0.0	0.6438	0.3423	0.0003	0.0003							HN-S	0.497	HN-D	0.81		
(⊙‿⊙)	HP	0.825	2		0				0	False	0.825	0.0008	0.0	0.0006	0.0	0.1735							HP	0.714	HP	0.936		
(⊙⊃□⊂)	HN-D	0.5279	2		0				1	False	0.0	0.0	0.5279	0.472	0.0	0.0							HN-S	0.795	HN-D	0.851		
(⊙⊙)	HN-S	0.9258	2		0				1	False	0.0709	0.0	0.0032	0.9258	0.0	0.0002							HN-S	0.908	HN-S	0.944		
(⊙⌒∇⌒⊙)ゝ	HN-S	0.994	2		0				1	False	0.0001	0.0	0.0059	0.994	0.0	0.0							HN-S	0.997	HN-S	0.991		
(⊙▽⊙)	HP	0.9028	2		0				2	False	0.9028	0.0	0.0	0.0041	0.0	0.093							HP	0.85	HP	0.955		
(⊙◞⊙)	HN-S	0.9953	2	HN-S	5	0.0762	0.89	True	5	False	0.0001	0.0	0.0045	0.9953	0.0	0.0001	0.0	0.0	0.0	0.8	0.2	0.0	HN-S	0.996	HN-S	0.994		
(⊙〇⊙)	HP	0.9065	2		0				1	False	0.9065	0.0	0.001	0.0823	0.0	0.0103							HP	0.904	HP	0.908		
(⊙ヮ⊙)	HP	0.9536	2		0				0	False	0.9536	0.0	0.0004	0.0177	0.0	0.0283							HP	0.941	HP	0.966		
(⊙﹏⊙)	HN-S	0.981	2	HN-S	37	0.0066	0.9904	True	37	False	0.0003	0.0	0.0187	0.981	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	HN-S	0.987	HN-S	0.975		
(⊙�	HN-S	0.8532	2		0				1	False	0.0333	0.0	0.0954	0.8532	0.0001	0.018							HN-S	0.888	HN-S	0.818		
(⊡-⊡)و	LP	0.6276	2		0				0	False	0.3696	0.6276	0.0009	0.0002	0.0	0.0017							LP	0.951	HP	0.691		
(⌐■_ω■)	NB	0.992	2		0				0	False	0.0066	0.0012	0.0001	0.0	0.0	0.992							NB	0.995	NB	0.989		
(⌐■_■)	NB	0.9899	2	NB	11	0.0035	0.9949	True	11	False	0.0064	0.0034	0.0001	0.0001	0.0	0.9899	0.0	0.0	0.0	0.0	0.0	1.0	NB	0.988	NB	0.992		
(⌐■‿■)	NB	0.917	2		0				0	False	0.0698	0.013	0.0002	0.0	0.0	0.917							NB	0.966	NB	0.868		
(⌒_⌒;)	LN	0.8235	2	LN	4	0.1743	0.7485	True	4	False	0.0	0.0	0.1116	0.0649	0.8235	0.0	0.0	0.25	0.0	0.25	0.5	0.0	LN	0.795	LN	0.852		
(⌒‿⌒)	NB	0.6758	3	NB	18	0.0414	0.9402	True	18	True	0.0624	0.252	0.0025	0.0025	0.0049	0.6758	0.0	0.4444	0.0	0.0	0.0	0.5556	NB	0.966	NB	0.951	LP	0.676
(⌒▽⌒)	NB	0.8541	2	NB	21	0.1558	0.7753	True	21	False	0.1112	0.0346	0.0	0.0	0.0	0.8541	0.0	0.3333	0.0	0.0	0.0952	0.5714	NB	0.952	NB	0.756		
(⌓・ᴥ・⌓)	LN	0.9836	2		0				1	False	0.0	0.0002	0.0043	0.0117	0.9836	0.0001							LN	0.978	LN	0.99		
(⌛)	NB	0.9626	2		0				2	False	0.0	0.0061	0.0038	0.0161	0.0113	0.9626							NB	0.963	NB	0.962		
(⌛️)	NB	0.9118	2		0				0	False	0.0	0.0006	0.027	0.0411	0.0195	0.9118							NB	0.924	NB	0.9		
(⌯˃᷄	LN	0.3055	2	LN	5	0.2393	0.6548	True	5	False	0.2723	0.0067	0.1499	0.2337	0.3055	0.0319	0.0	0.2	0.0	0.2	0.6	0.0	LN	0.359	HN-S	0.261		
(⏰)	NB	0.9961	2		0				1	False	0.0	0.0013	0.0017	0.0009	0.0	0.9961							NB	0.996	NB	0.996		
(─‿‿─)	NB	0.4843	2		0				0	False	0.0446	0.4705	0.0	0.0	0.0006	0.4843							LP	0.537	NB	0.536		
(┛▧益▧)	HN-D	0.9872	2		0				1	False	0.0	0.0	0.9872	0.0127	0.0	0.0							HN-D	0.988	HN-D	0.986		
(╥_╥)	LN	0.8861	3	HN-D	47	0.2432	0.6491	False	47	True	0.003	0.0059	0.067	0.0322	0.8861	0.0059	0.0213	0.0	0.5106	0.2128	0.234	0.0213	LN	0.987	LN	0.831	LN	0.841
(╥_﹏)	LN	0.8889	2		0				2	False	0.0002	0.0001	0.0502	0.0606	0.8889	0.0							LN	0.952	LN	0.826		
(╥╯﹏╰╥)	HP	0.9601	2		0				1	False	0.9601	0.0009	0.0074	0.003	0.0286	0.0							HP	0.923	HP	0.997		
(╥﹏╥	LN	0.703	2		0				1	False	0.0217	0.0	0.2166	0.0587	0.703	0.0							LN	0.903	LN	0.503		
(╥﹏╥)	LN	0.7261	3	HN-S	95	0.2091	0.6983	False	95	True	0.0172	0.0054	0.1525	0.0933	0.7261	0.0054	0.1053	0.0	0.3579	0.4	0.1263	0.0105	LN	0.903	LN	0.503	LN	0.772
(╬	HN-D	0.9274	3		0				1	True	0.0056	0.0028	0.9274	0.0422	0.0138	0.0083							HN-D	0.998	HN-D	0.999	HN-D	0.785
(╬Ò﹏Ó)	HN-D	0.8679	3	HN-D	50	0.1202	0.8266	True	50	True	0.0022	0.0022	0.8679	0.0791	0.0442	0.0044	0.0	0.0	0.52	0.48	0.0	0.0	HN-D	0.996	HN-D	0.998	HN-D	0.609
(╬ಠ益ಠ)	HN-D	0.9662	3	HN-D	51	0.0132	0.981	True	51	True	0.0031	0.0031	0.9662	0.0154	0.0092	0.0031	0.0	0.0	0.9412	0.0588	0.0	0.0	HN-D	1.0	HN-D	1.0	HN-D	0.899
(╬⊙△⊙)	HN-D	0.8048	3		0				1	True	0.0044	0.0022	0.8048	0.1709	0.011	0.0066							HN-D	0.912	HN-D	0.939	HN-D	0.563
(╭ರ_・́)	HP	0.8706	2		0				0	False	0.8706	0.0006	0.128	0.0007	0.0	0.0001							HP	0.832	HP	0.909		
(╭☞・́⍛・̀)	HN-D	0.9213	2		0				0	False	0.0419	0.0074	0.9213	0.0056	0.0	0.0238							HN-D	0.887	HN-D	0.956		
(╯°□°	HN-D	0.9959	2		0				1	False	0.0017	0.0	0.9959	0.0024	0.0	0.0							HN-D	0.995	HN-D	0.997		
(╯°□°)	HN-D	0.8827	3	HN-D	456	0.006	0.9913	True	456	True	0.0124	0.0024	0.8827	0.0836	0.0071	0.0118	0.0263	0.011	0.8268	0.0965	0.0241	0.0154	HN-D	0.996	HN-D	0.999	HN-D	0.652
(╯ↀ╰)	LN	0.6219	2		0				1	False	0.0	0.0	0.3678	0.0103	0.6219	0.0							LN	0.682	LN	0.562		
(╯✧∇✧)	HP	0.9985	2		0				0	False	0.9985	0.0004	0.0	0.0	0.0	0.0011							HP	0.999	HP	0.998		
(╯✧╰)	HP	0.9985	2		0				1	False	0.9985	0.0006	0.0003	0.0001	0.0	0.0005							HP	0.999	HP	0.998		
(╯✧╰╯)	HP	0.8909	2		0				1	False	0.8909	0.0	0.0981	0.0109	0.0	0.0							HP	0.99	HP	0.791		
(╯✧▽✧)	HP	0.9991	2	HP	3	0.1311	0.8109	True	3	False	0.9991	0.0004	0.0	0.0	0.0	0.0005	0.6667	0.3333	0.0	0.0	0.0	0.0	HP	0.999	HP	0.999		
(╯︵╰,)	LN	0.8635	3		0				1	True	0.0028	0.0055	0.0605	0.0594	0.8635	0.0083							LN	0.899	LN	0.907	LN	0.785
(╲︿╱')	HN-D	0.4743	2		0				1	False	0.2633	0.1556	0.4743	0.0669	0.0303	0.0097							HP	0.404	HN-D	0.774		
(╹ω╹)	NB	0.8607	2		0				0	False	0.1005	0.0061	0.007	0.0246	0.0012	0.8607							NB	0.97	NB	0.751		
(╹‿╹)	NB	0.9314	2		0				2	False	0.0406	0.028	0.0	0.0	0.0	0.9314							NB	0.975	NB	0.888		
(╹▽╹)	HP	0.7163	2		0				1	False	0.7163	0.0106	0.0	0.0001	0.0	0.273							NB	0.5	HP	0.949		
(╹ヮ╹)	HP	0.5208	2		0				0	False	0.5208	0.0012	0.015	0.0242	0.0001	0.4386							NB	0.617	HP	0.712		
(▼_▼)	HN-S	0.6392	2		0				1	False	0.0	0.0	0.1298	0.6392	0.2291	0.0018							HN-S	0.83	HN-S	0.449		
(▽▽)	HP	0.5643	2		0				1	False	0.5643	0.0348	0.0	0.0004	0.0002	0.4004							HP	0.503	HP	0.625		
(○´∀`○)	NB	0.581	2		0				0	False	0.195	0.2207	0.0001	0.0024	0.0008	0.581							NB	0.717	NB	0.445		
(◎_◎;)	HN-S	0.8833	3		0				1	True	0.0053	0.008	0.0233	0.8833	0.04	0.04							HN-S	0.991	HN-S	0.979	HN-S	0.68
(◕_◕)	HN-S	0.4969	2		0				0	False	0.0	0.0	0.0463	0.4969	0.4459	0.0109							HN-S	0.7	LN	0.626		
(◕o◕)	HN-S	0.9253	2		0				1	False	0.0617	0.0002	0.0075	0.9253	0.0026	0.0027							HN-S	0.984	HN-S	0.866		
(◕ω◕)	NB	0.6747	2		0				0	False	0.0896	0.1436	0.0002	0.0356	0.0563	0.6747							NB	0.805	NB	0.544		
(◕‿◕)	NB	0.641	3	HP	87	0.1567	0.7739	False	87	True	0.0521	0.2972	0.0025	0.0025	0.0049	0.641	0.4828	0.2874	0.0	0.0	0.0115	0.2184	NB	0.959	NB	0.78	LP	0.676
(◕‿◕✌)	LP	0.7933	2		0				1	False	0.1431	0.7933	0.0	0.0	0.0	0.0636							LP	0.862	LP	0.725		
(◕‿◕✿)	HP	0.4951	3	LP	161	0.1917	0.7235	False	161	True	0.4951	0.4571	0.0025	0.0025	0.0025	0.0402	0.0932	0.3913	0.0124	0.0745	0.0497	0.3789	LP	0.547	HP	0.89	LP	0.714
(◕‿◕｡)	LP	0.5535	3		0				1	True	0.1042	0.5535	0.0024	0.0028	0.0092	0.3278							NB	0.61	LP	0.659	LP	0.652
(◕‿◕�	LP	0.4863	2		0				1	False	0.3804	0.4863	0.0	0.0004	0.0002	0.1326							LP	0.45	LP	0.523		
(◕▽◕)	HP	0.9468	2		0				0	False	0.9468	0.0102	0.0	0.0001	0.0	0.0429							HP	0.895	HP	0.999		
(◕▿◕✿)	HP	0.9634	2		0				0	False	0.9634	0.0339	0.0	0.002	0.0005	0.0002							HP	0.929	HP	0.998		
(◕ヮ◕)	HP	0.9089	2		0				0	False	0.9089	0.0058	0.0004	0.0355	0.0037	0.0458							HP	0.827	HP	0.991		
(◜‿◝)	LP	0.4871	2		0				0	False	0.0629	0.4871	0.0	0.0	0.0002	0.4499							NB	0.525	LP	0.518		
(◞‸◟)	LN	0.9967	2		0				0	False	0.0	0.0	0.0022	0.001	0.9967	0.0001							LN	0.998	LN	0.996		
(◠‿◠)	NB	0.6057	2	HP	3	0.6199	0.1057	False	3	False	0.0488	0.3454	0.0	0.0	0.0001	0.6057	0.3333	0.0	0.0	0.3333	0.3333	0.0	NB	0.74	NB	0.471		
(◠‿◠✿)	HP	0.5548	2		0				0	False	0.5548	0.3986	0.0	0.0	0.0001	0.0466							LP	0.761	HP	0.964		
(◠‿・)	NB	0.682	2		0				0	False	0.1467	0.1711	0.0	0.0	0.0001	0.682							NB	0.848	NB	0.516		
(◣_◢)	HN-D	0.9824	2		0				1	False	0.0	0.0	0.9824	0.0174	0.0	0.0002							HN-D	0.977	HN-D	0.988		
(☀´▽`)	HP	0.6885	3		0				1	True	0.6885	0.2199	0.0022	0.0024	0.0022	0.0849							HP	0.83	HP	0.876	LP	0.556
(☀️´▽`)	LP	0.4235	2		0				0	False	0.1634	0.4235	0.0	0.0012	0.0	0.4119							NB	0.583	LP	0.461		
(☁‿☁)	LP	0.9982	2		0				2	False	0.0009	0.9982	0.0	0.0	0.0001	0.0008							LP	0.999	LP	0.997		
(☁️‿☁️)	LP	0.9435	2		0				0	False	0.0262	0.9435	0.0	0.0	0.0001	0.0302							LP	0.972	LP	0.915		
(★^O^★)	HP	1.0	2		0				1	False	1.0	0.0	0.0	0.0	0.0	0.0							HP	1.0	HP	1.0		
(★ω★)	HP	0.9999	2	HP	8	0.0	1.0	True	8	False	0.9999	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	HP	1.0	HP	1.0		
(★‿★)	HP	0.9998	2	HP	3	0.0001	0.9999	True	3	False	0.9998	0.0001	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	HP	1.0	HP	1.0		
(★≧▽^)	HP	0.8648	3		0				2	True	0.8648	0.1166	0.0023	0.0023	0.0023	0.0117							HP	1.0	HP	1.0	HP	0.594
(★▽★)	HP	0.8627	3	HP	3	0.0501	0.9277	True	3	True	0.8627	0.1198	0.0022	0.0022	0.0022	0.0109	1.0	0.0	0.0	0.0	0.0	0.0	HP	1.0	HP	1.0	HP	0.588
(☆▽☆)	HP	0.8627	3		0				2	True	0.8627	0.1198	0.0022	0.0022	0.0022	0.0109							HP	1.0	HP	1.0	HP	0.588
(☉‿☉)	NB	0.881	2		0				1	False	0.0624	0.0566	0.0	0.0	0.0	0.881							NB	0.922	NB	0.84		
(☕~☕)	LP	0.9234	2		0				1	False	0.0	0.9234	0.0088	0.0	0.0	0.0677							LP	0.937	LP	0.91		
(☕˶◕‿◕˶)	LP	0.996	2		0				1	False	0.0037	0.996	0.0003	0.0	0.0	0.0001							LP	0.999	LP	0.993		
(☕‿)	LP	0.9865	2		0				1	False	0.0	0.9865	0.0004	0.0	0.0001	0.0129							LP	0.997	LP	0.977		
(☕‿‿‿)	LP	0.9998	2		0				2	False	0.0	0.9998	0.0	0.0	0.0	0.0001							LP	1.0	LP	1.0		
(☕‿☕)	LP	0.999	2	LP	4	0.0003	0.9995	True	4	False	0.0	0.999	0.0	0.0	0.0	0.0009	0.0	1.0	0.0	0.0	0.0	0.0	LP	0.999	LP	0.999		
(☕☁)	LP	0.9985	2		0				1	False	0.0	0.9985	0.0	0.0	0.0003	0.0012							LP	1.0	LP	0.997		
(☕✿✿☕)	LP	0.5396	2		0				1	False	0.3764	0.5396	0.076	0.0079	0.0001	0.0							LP	0.594	LP	0.485		
(☕・ω・)	LP	0.4966	2		0				1	False	0.0019	0.4966	0.3969	0.0547	0.0051	0.0449							HN-D	0.476	LP	0.567		
(☕︎˶◕‿◕˶)	LP	0.6997	2		0				0	False	0.0071	0.6997	0.2817	0.0089	0.0024	0.0002							LP	0.837	LP	0.563		
(☕︎‿)	LP	0.9551	2		0				0	False	0.0	0.9551	0.0018	0.0	0.0036	0.0394							LP	0.996	LP	0.915		
(☕️‿‿‿)	LP	0.9971	2		0				0	False	0.0001	0.9971	0.0	0.0	0.0	0.0028							LP	0.996	LP	0.998		
(☕️‿☕️)	LP	0.978	2		0				0	False	0.0004	0.978	0.0	0.0	0.0	0.0216							LP	0.979	LP	0.977		
(☕️☁️)	LP	0.9989	2		0				0	False	0.0	0.9989	0.0006	0.0	0.0003	0.0002							LP	1.0	LP	0.998		
(☕️✿✿☕️)	HP	0.5947	2		0				0	False	0.5947	0.4009	0.0038	0.0005	0.0	0.0001							HP	0.54	HP	0.649		
(☞‿☞)	NB	0.6085	2		0				2	False	0.1481	0.2433	0.0001	0.0	0.0	0.6085							NB	0.8	NB	0.417		
(☞ﾟヮﾟ)	HP	0.9807	2	HN-S	5	0.654	0.0565	False	5	False	0.9807	0.0002	0.0014	0.0168	0.0001	0.0008	0.0	0.2	0.0	0.4	0.2	0.2	HP	0.969	HP	0.992		
(♡^▽^♡)	HP	0.9013	2		0				0	False	0.9013	0.0981	0.0	0.0	0.0	0.0006							HP	0.822	HP	0.98		
(♡˃͈̑‿	HP	0.7406	3		0				1	True	0.7406	0.2347	0.0025	0.0049	0.0049	0.0123							HP	1.0	HP	1.0	LP	0.704
(♡˙︶˙♡)	HP	0.5297	3		0				2	True	0.5297	0.4473	0.0025	0.0026	0.0025	0.0153							HP	0.77	HP	0.629	LP	0.748
(♡‿♡)	HP	0.6405	3	HP	7	0.1444	0.7916	True	7	True	0.6405	0.3403	0.0024	0.0024	0.0024	0.012	1.0	0.0	0.0	0.0	0.0	0.0	HP	0.802	HP	0.87	LP	0.693
(⚖)	HN-S	0.4234	2		0				1	False	0.0857	0.2223	0.1334	0.4234	0.0125	0.1227							HN-S	0.473	HN-S	0.374		
(⚖️)	HN-D	0.8363	2		0				0	False	0.0009	0.001	0.8363	0.1208	0.0019	0.0391							HN-D	0.812	HN-D	0.86		
(⚠)	HN-S	0.6443	2		0				2	False	0.0011	0.0001	0.2644	0.6443	0.0003	0.0898							HN-S	0.719	HN-S	0.569		
(⚠️)	HN-S	0.8902	2		0				0	False	0.0	0.0005	0.0979	0.8902	0.0	0.0113							HN-S	0.958	HN-S	0.822		
(⚰)	HN-D	0.9441	2		0				1	False	0.0003	0.0001	0.9441	0.0518	0.0011	0.0026							HN-D	0.92	HN-D	0.968		
(✈)	NB	0.9449	2		0				2	False	0.0155	0.0076	0.0027	0.025	0.0042	0.9449							NB	0.907	NB	0.982		
(✈⚡)	NB	0.3906	2		0				1	False	0.0067	0.0006	0.2736	0.3282	0.0003	0.3906							NB	0.575	HN-D	0.495		
(✈️⚡)	HN-S	0.6763	2		0				0	False	0.0017	0.0001	0.2356	0.6763	0.0003	0.086							HN-S	0.807	HN-S	0.546		
(✌)	NB	0.7569	2		0				1	False	0.0112	0.2299	0.0004	0.0013	0.0003	0.7569							NB	0.771	NB	0.743		
(✌️)	NB	0.9517	2		0				0	False	0.0014	0.0456	0.0001	0.0007	0.0004	0.9517							NB	0.951	NB	0.952		
(✦‿✦)	HP	0.9853	2		0				0	False	0.9853	0.004	0.0001	0.0	0.0	0.0106							HP	0.978	HP	0.992		
(✧)	HP	0.9927	2		0				1	False	0.9927	0.0059	0.0001	0.0006	0.0	0.0007							HP	0.995	HP	0.991		
(✧·∀·)	HP	0.9958	2		0				1	False	0.9958	0.0033	0.0001	0.0001	0.0	0.0007							HP	0.997	HP	0.995		
(✧ω✧)	HP	0.9902	2	HP	10	0.036	0.9481	True	10	False	0.9902	0.0012	0.0	0.0	0.0	0.0087	0.9	0.1	0.0	0.0	0.0	0.0	HP	0.982	HP	0.998		
(✧‿✧)	HP	0.6163	2		0				1	False	0.6163	0.2812	0.0	0.0	0.0	0.1025							HP	0.571	HP	0.661		
(✧✧)	HP	0.9976	2		0				1	False	0.9976	0.0004	0.0	0.0	0.0	0.002							HP	0.998	HP	0.997		
(✧・̮・)	HP	0.9172	2		0				1	False	0.9172	0.0684	0.0	0.0	0.0	0.0144							HP	0.922	HP	0.912		
(✧・ω・✧)	HP	0.999	2		0				1	False	0.999	0.0008	0.0	0.0	0.0	0.0002							HP	0.999	HP	0.999		
(✧︎️✧)	HP	0.9991	2		0				0	False	0.9991	0.0	0.0	0.0007	0.0	0.0001							HP	0.999	HP	1.0		
(✧️)	HP	0.9878	2		0				0	False	0.9878	0.0014	0.0031	0.0056	0.0	0.002							HP	0.984	HP	0.992		
(✨)	NB	0.9302	2	LP	7	0.167	0.7591	False	7	False	0.0374	0.0309	0.0001	0.0015	0.0	0.9302	0.1429	0.4286	0.0	0.0	0.0	0.4286	NB	0.956	NB	0.904		
(✿´◜౪◝`✿)	LN	0.8294	2		0				1	False	0.0002	0.1632	0.0001	0.0065	0.8294	0.0006							LN	0.928	LN	0.731		
(✿´◜‿◝`✿)	LP	0.6111	2		0				1	False	0.0002	0.6111	0.0001	0.0008	0.3868	0.001							LN	0.693	LP	0.918		
(✿˃‿˂)	HP	1.0	2		0				2	False	1.0	0.0	0.0	0.0	0.0	0.0							HP	1.0	HP	1.0		
(✿‾‾)	HN-D	0.4402	2		0				1	False	0.1919	0.2467	0.4402	0.0199	0.0206	0.0807							LP	0.292	HN-D	0.607		
(✿‿‿‿)	LP	0.9267	2		0				1	False	0.0011	0.9267	0.0001	0.0001	0.0083	0.0638							LP	0.919	LP	0.935		
(✿‿❀)	LP	0.7353	2	HP	3	0.59	0.1489	False	3	False	0.0518	0.7353	0.0	0.0	0.0256	0.1874	1.0	0.0	0.0	0.0	0.0	0.0	LP	0.648	LP	0.823		
(✿‿❥)	LP	0.6763	2		0				1	False	0.1418	0.6763	0.0	0.0	0.0253	0.1565							LP	0.645	LP	0.707		
(✿╹‿╹)	HP	0.5182	2	NB	18	0.1442	0.792	False	18	False	0.5182	0.1745	0.0	0.0	0.0	0.3073	0.1111	0.3333	0.0556	0.0556	0.0556	0.3889	NB	0.564	HP	0.773		
(✿◕‿◕)	HP	0.6716	3	HP	6	0.1045	0.8492	True	6	True	0.6716	0.2781	0.0	0.0	0.0	0.0503	0.3333	0.3333	0.0	0.0	0.1667	0.1667	HP	0.872	HP	0.983	LP	0.76
(✿◕‿◕✿)	HP	0.7343	3	LP	4	0.1374	0.8018	False	4	True	0.7343	0.2241	0.0023	0.0023	0.0023	0.0348	0.25	0.5	0.0	0.0	0.0	0.25	HP	0.968	HP	0.998	LP	0.642
(✿◠‿◠)	LP	0.6706	2	LP	106	0.0444	0.9359	True	106	False	0.2571	0.6706	0.0	0.0	0.0	0.0723	0.3491	0.434	0.0	0.0189	0.0377	0.1604	LP	0.747	LP	0.595		
(✿◠‿�	LP	0.7244	2		0				1	False	0.148	0.7244	0.0	0.0	0.0	0.1276							LP	0.707	LP	0.742		
(✿・̀ㅁ・́)	HN-D	0.4991	2		0				0	False	0.457	0.0004	0.4991	0.0427	0.0	0.0008							HP	0.729	HN-D	0.786		
(❀‿❀)	HP	0.6986	2		0				1	False	0.6986	0.2756	0.0	0.0001	0.0001	0.0256							HP	0.542	HP	0.855		
(❁´‿`❁)	HP	0.8677	2		0				1	False	0.8677	0.1241	0.0	0.0	0.0	0.0082							HP	0.772	HP	0.963		
(❄)	NB	0.6853	2		0				2	False	0.1971	0.0648	0.0217	0.0309	0.0002	0.6853							NB	0.464	NB	0.907		
(❄️)	NB	0.4644	2		0				0	False	0.0021	0.0051	0.1458	0.3788	0.0038	0.4644							NB	0.442	NB	0.486		
(❤)	HP	0.3129	2	LN	7	0.2941	0.5757	False	7	False	0.3129	0.29	0.0327	0.0639	0.2873	0.0131	0.0	0.0	0.1429	0.2857	0.5714	0.0	HP	0.341	LP	0.312		
(❤️)	LN	0.3803	2		0				0	False	0.0006	0.253	0.0633	0.248	0.3803	0.0548							LN	0.473	LP	0.359		
"(⸜�//
⸝̫⸝)"	HP	0.6451	2		0				1	False	0.6451	0.3539	0.0	0.0	0.0	0.0011							HP	0.98	LP	0.689		
(　´∀`)	NB	0.8032	2		0				2	False	0.0005	0.1949	0.0001	0.0001	0.0012	0.8032							NB	0.749	NB	0.857		
(　´∀`　)	LP	0.7889	2	HN-S	3	0.693	0.0002	False	3	False	0.0006	0.7889	0.0	0.0	0.0	0.2104	0.0	0.0	0.0	0.6667	0.3333	0.0	LP	0.854	LP	0.724		
(〃¬‿¬〃)	HN-D	0.9039	2		0				1	False	0.0016	0.0007	0.9039	0.0913	0.0005	0.0021							HN-D	0.856	HN-D	0.952		
(〃°ω°〃)	HP	0.9852	2		0				1	False	0.9852	0.0001	0.0018	0.0122	0.0	0.0008							HP	0.972	HP	0.998		
(〃´ω`〃)	LP	0.4334	2		0				1	False	0.0003	0.4334	0.0049	0.173	0.1777	0.2106							LP	0.369	LP	0.498		
(〃´д`)	HN-S	0.5122	2		0				1	False	0.0	0.0	0.4756	0.5122	0.0122	0.0							HN-S	0.625	HN-D	0.59		
(〃∇〃)	HP	0.9989	2		0				1	False	0.9989	0.001	0.0	0.0001	0.0	0.0							HP	0.999	HP	0.999		
(〃▽〃)	HP	0.9752	2		0				2	False	0.9752	0.0233	0.0	0.0	0.0	0.0015							HP	0.963	HP	0.987		
(〃▿〃)	LP	0.5014	2		0				1	False	0.3873	0.5014	0.0	0.0011	0.0002	0.1099							LP	0.49	LP	0.513		
(〃・ω・)	NB	0.4274	3		0				1	True	0.0466	0.2088	0.0079	0.1656	0.1437	0.4274							HN-S	0.482	NB	0.995	LP	0.621
(〃＾▽＾〃)	HP	0.8634	2		0				1	False	0.8634	0.0559	0.0	0.0	0.0	0.0807							HP	0.795	HP	0.931		
(〃ﾟ3ﾟ〃)	HP	0.9795	2	HN-D	3	0.6925	0.0009	False	3	False	0.9795	0.0013	0.0001	0.0001	0.0	0.0191	0.0	0.0	0.3333	0.3333	0.3333	0.0	HP	0.987	HP	0.971		
(〃￣ω￣〃)	NB	0.4323	2		0				1	False	0.1462	0.4207	0.0008	0.0001	0.0	0.4323							LP	0.539	NB	0.524		
(つ≧▽≦)	HP	0.9986	2		0				0	False	0.9986	0.0013	0.0	0.0	0.0	0.0001							HP	0.997	HP	1.0		
(つ◕o◕)	HP	0.6957	2		0				0	False	0.6957	0.0113	0.0605	0.0708	0.0119	0.1499							HP	0.608	HP	0.784		
(づ｡◕‿‿◕｡)	HP	0.9223	2		0				0	False	0.9223	0.0754	0.0	0.0	0.0	0.0022							HP	0.951	HP	0.894		
(づ｡◕‿◕｡)	HP	0.4757	2		0				0	False	0.4757	0.3916	0.0001	0.0017	0.0025	0.1283							HP	0.408	HP	0.543		
(゜∇゜)	NB	0.7547	2		0				0	False	0.2443	0.0006	0.0	0.0004	0.0	0.7547							NB	0.853	NB	0.656		
(ノಠ益ಠ)	HN-D	0.9617	3		0				1	True	0.0062	0.0031	0.9617	0.0198	0.0062	0.0031							HN-D	0.99	HN-D	0.997	HN-D	0.898
(ノ◕ヮ◕)	HP	0.8555	3	HP	31	0.0529	0.9237	True	31	True	0.8555	0.1222	0.0044	0.0044	0.0022	0.0111	1.0	0.0	0.0	0.0	0.0	0.0	HP	1.0	HP	1.0	HP	0.567
(・	HN-S	0.6061	2		0				0	False	0.0003	0.0	0.0347	0.6061	0.0006	0.3582							HN-S	0.725	HN-S	0.487		
(・_・)	NB	0.8711	3	NB	133	0.0432	0.9376	True	133	True	0.0055	0.0137	0.0143	0.0495	0.046	0.8711	0.0301	0.015	0.0752	0.1278	0.1203	0.6316	NB	0.918	NB	0.999	NB	0.697
(・_・;)	HN-S	0.8176	3	NB	51	0.1646	0.7626	False	51	True	0.0049	0.0122	0.031	0.8176	0.0492	0.0852	0.0	0.0	0.0392	0.3333	0.0392	0.5882	HN-S	0.988	HN-S	0.954	HN-S	0.511
(・_・;?)	HN-S	0.9996	2		0				1	False	0.0	0.0	0.0004	0.9996	0.0	0.0							HN-S	1.0	HN-S	1.0		
(・_・?)	NB	0.7585	3	NB	16	0.092	0.8673	True	16	True	0.0058	0.0145	0.0521	0.1539	0.0152	0.7585	0.0	0.0	0.0	0.0	0.0	1.0	NB	0.554	NB	0.983	NB	0.739
(・_・ゞ−☆	HN-D	0.5161	2		0				0	False	0.0	0.0	0.5161	0.4056	0.0783	0.0							HN-S	0.642	HN-D	0.757		
